uuid	lineage	genotype	susceptibility
425b412f-dddf-4f09-b1d6-a987ea1acf28	European_American		SSSSSSSSSSS
cdb726dd-bdf6-4dbd-ac9f-c0efa1819b3f	European_American		SSRSSSSSSSS
55babaa2-3436-4983-bcbf-b74758a72d76	European_American		SSSSSSSSSSS
3adee10f-ece4-4df1-a308-c6b41c0eb4f1	European_American		SSSSSSSSSSS
3a12fe04-ef38-4245-acdc-81a1f738c460	European_American		SSSSSSSSSSS
416670f9-158d-4f92-ae5f-72687551c2e3	European_American		SSSSSSSSSSS
3e3b66cc-fb67-4ca1-a0fe-b7c886eb38e4	European_American		SSSSSSSSSSS
2b317b17-9121-43a9-8489-895a29ad0413	European_American		SSSSSSSSSSS
a6259d3b-e346-4cf9-b57c-826a09767cf8	European_American		SSSSSSSSSSS
88d8e768-6b9c-4025-b7d3-2e723b8110e1	European_American		SSSSSSSSSSS
79e5ed37-5612-4318-a8eb-27919a7cc956	European_American		SSSSSSSSSSS
afc8b22f-7cdd-404e-a006-88d525c89e86	European_American		SSSSSSSSSSS
7a730471-eec9-4d96-8d4b-d9b92e2e578d	European_American		SSSSSSSSSSS
940a25ef-a3ea-4250-91a3-0aabae9f6ac0	European_American		SSSSSSSSSSS
88b15260-0db9-40bc-973f-5f73a5f400b5	European_American		SSSSSSSSSSS
edfaef73-d6db-4800-8d63-48b0c00685bf	Delhi_Central_Asia		SSSSSSSSSSS
c3a52c2a-c54b-47da-b265-86dbb9d5a9b9	Delhi_Central_Asia		SSSSSSSSSSS
7b2bffe8-7fa0-486d-8a59-f8fb6767901d	European_American		SSSSSSSSSSS
1cc00780-f7c7-4226-8970-3f7f9a08a6c3	Delhi_Central_Asia		SSSSSSSSSSS
2d15c7fb-3869-48c9-8c65-146a5a3927c9	European_American		SSRSSSSSSSS
59ac88ad-1a63-41bf-bb36-0f74cd6897b2	European_American		SSRSSSSSSSS
ada5cd8f-f4a5-4d34-95fa-4dab93e170f0	European_American		SSRSSSSSSSS
29b8bc26-3a59-45e4-ad08-ff1bf9bdbe44	Delhi_Central_Asia		SSSSSSSSSSS
70dac41f-0316-4f9c-ad51-877588379f51	Delhi_Central_Asia		SSSSSSSSSSS
fd42c38a-838f-408e-8a38-121f19db329c	Delhi_Central_Asia		SSSSSSSSSSS
c614950e-1ea5-46f4-8287-26fbeada636a	Delhi_Central_Asia		SSSSSSSSSSS
58d9ebbf-4118-4fc1-96d2-c915eace804c	European_American		SSSSSSSSSSS
24e89443-2872-4d73-82e3-bab292270bf0	European_American		SSSSSSSSSSS
de48888a-dddf-4a52-84bc-39c3b0ec0b55	European_American		SSSSSSSSSSS
3cbd6569-6474-4d34-b590-6abe57fbc827	European_American		SSSSSSSSSSS
8c1bd702-d907-47d4-8051-f6b3fde11730	European_American		SSSSSSSSSSS
b74247c4-e7db-4e07-bab8-a973dd80d5f8	European_American		SSSSSSSSSSS
daabc705-f4de-4e0c-ae4e-3af1f5877017	European_American		SSSSSSSSSSS
2f77c22f-f884-4bc9-9d27-53b2427188f7	European_American		SSSSSSSSSSS
ee9301d3-0cf4-4b6c-a7b3-72bf5f454ad1	East_Africa_Indian_ocean		SSSSSSSSSSS
b0806c3c-a6cb-40aa-9b56-d753e14fa424	European_American		SSSSSSSSSSS
e0f3d13f-a93c-4ce6-bc65-860bbdd25cf4	European_American		SSSSSSSSSSS
ed1817b2-ade4-4139-a9c7-1e4a37993afa	European_American		SSSSSSSSSSS
62e7d4ac-2455-4625-8ee1-e3f739ca05c5	European_American		SSSSSSSSSSS
29c1f2cb-b66f-45be-beb6-ae3fdd8bd247	European_American		SSSSSSSSSSS
0e7a2ee9-b115-4916-b6e7-0a40ad0ba648	European_American		SSSSSSSSSSS
d0930810-5ceb-43fd-9cbb-34a6d4696d8b	European_American		SSRSSSSSSSS
526bce3d-3478-4c71-a530-cd0ee2993b5a	European_American		SSRSSSSSSSS
0829b313-c741-497e-b849-2cad76dd4f02	European_American		SSSSSSSSSSS
32202e26-a67d-417d-9af1-094ef43c5eaa	European_American		SSSSSSSSSSS
d5bd7de9-b4de-45ff-a0b2-f2d1d70729a3	European_American		SSSSSSSSSSS
7d4642e6-ffbd-462c-92d8-2f6aeef75eb7	European_American		SSSSSSSSSSS
c69abe44-d817-4f8b-a9b3-14c55c6705d8	Beijing_East_Asia		SSRSRRSRRSS
55ca474a-d33e-401f-83f2-9d6dfd1b961a	Beijing_East_Asia		SSRSRSSRRSS
