uuid	lineage	susceptibility	genotype
df004bd7-c14f-4366-b4e3-78896e0b299c	30	SSSSSSSSRSSS	MSSA:PVL-
1fe59314-e89c-4832-8dea-8b945b894935	8	SSRSSSSSRRSS	MRSA:PVL*
5b7ba646-9cd3-4ec2-bfe0-0cfdcdb74fd6	5	SSRSSSSSRRSS	MRSA:PVL*
abeb2d36-18d1-4fba-a9f4-fc6160c336ba	45	SSSSSSSSSSSS	MSSA:PVL-
d95a8df3-0d21-498d-9a0d-36b80760611b	228	RSRSSSRSRRRS	MRSA:PVL-
12bfcff0-86bb-491d-9888-377507325252	8	SSRSSSSSRRRS	MRSA:PVL+
63d7ab0b-e261-4d5a-a48b-2dd1f6612467	231	RSRSSSSSRRRS	MRSA:PVL*
0cb95494-b618-4484-a236-90ed821e9dd3	8	SSSSSSSSRSSS	MSSA:PVL*
f545d74a-888a-47ac-ac48-e36d39825328	88	RSSSSSSSRSRS	MSSA:PVL*
908fce4b-a126-48d2-b593-d143020e6946	582	SSSSSSSSRSSS	MSSA:PVL*
f4cb9184-10fa-4ddb-8810-5e3dbad68b9e	15	SSSSSSSSRSSS	MSSA:PVL*
3490415e-2e6c-425b-a604-a915b4c7c8cd	9	SSSSSSSSRSSS	MSSA:PVL-
aa3f5805-78d0-4756-8fe2-748263c81c04	8	RRRSSSSSRRRS	MRSA:PVL*
05eb23cb-a71d-4c2b-ba2f-b76098ba55e9	15	SSRSSSRSRSSS	MSSA:PVL*
3fb9e565-894b-4dbc-b182-826eb4ca294a	1568	SSRSSSSSRRSS	MRSA:PVL*
26049d8c-c36f-45f6-8659-39a5e8f3eae1	8	SSSSSSSSRRRS	MRSA:PVL+
8dea70c9-f20d-45e7-8b81-6821e721b584	8	SSSSSSSSRSSS	MSSA:PVL*
3783786d-bfba-40ab-8bfd-61c6c816f5d4	121	SSSSSSSSRSSS	MSSA:PVL*
b434265d-bf67-4128-ba57-6fee96588ed3	3675	SSSSSSSSRSSS	MSSA:PVL-
9a09ef66-fea0-429a-b083-0dfc12019c9c	8	SSSSSSSSSSSS	MSSA:PVL*
e52f03dc-2520-4afc-9b63-b56155174fa5	8	SSRSSSSSRRRS	MRSA:PVL+
457ea46e-dbdd-4506-a0c9-7e16778e5315	5	RSRSSSSSRRRS	MRSA:PVL*
9656b4d1-08ca-47c4-a3db-63014b3487c7	22	SSSSSSSSSSSS	MSSA:PVL-
33a35fdc-44d6-472a-aba6-5b3507c04c5a	8	SSRSSSSSRRRS	MRSA:PVL+
3cac9225-ab77-4db4-9b73-8ebe40d34676	22	SSSSSSRRRSSS	MSSA:PVL+
038f7a05-f547-4e5b-a4f1-0ae8aaa3971f	15	SSSSSSSSRSSS	MSSA:PVL*
4a0a8bc0-c587-41a1-b713-b3f62df79a84	10	SSSSSSSSRSSS	MSSA:PVL*
61b7296e-3804-4b30-9f1b-6878cb4246c4	12	SSSSSSSSSSSS	MSSA:PVL*
dd34f3df-59d2-4af4-8acb-8e89bfec229b	121	SSSSSSSSRSSS	MSSA:PVL*
683d43b8-10de-4ae3-a758-2b6e9616cdc1	109	RSSSSSSSRSRS	MSSA:PVL-
89383a0e-8cea-481a-83ae-e81f3f60c85a	8	SSRSRSSSRRRS	MRSA:PVL+
eb96808c-5b37-4223-aeaa-f1a11426373c	8	SSRSSSSSRRRS	MRSA:PVL+
4a198c82-7498-483e-b32d-9e4549a2554d	1565	SSSSSSSSRSSS	MSSA:PVL-
64c05b85-fabe-413f-80dc-d62d0e115f63	30	SSSSSSSSRSSS	MSSA:PVL-
0014f468-e54f-4c5a-993b-18ffdf10f913	8	SSSSSRSSRSSS	MSSA:PVL+
acfeefb7-f01d-4083-a113-aeaee5f757e6	8	SSRSSSSSRRSS	MRSA:PVL+
afc00550-9cdc-47ea-90e1-8b76f2d002b2	25	SSSSSSSSRSSS	MSSA:PVL*
60301341-4f63-44cc-ad81-561205baa634	30	RSSSSSSSRSRS	MSSA:PVL-
e5d008bf-035a-44a5-acd0-cb74052058e3	30	SSSSSSSSRSSS	MSSA:PVL-
1ba1e019-9896-4caf-ba04-4bd448c4f70e	5	RSRSSSSSRRRS	MRSA:PVL*
a657248c-d9ea-4ef8-91dc-f1df25564074	15	RSSSSSSSRSRS	MSSA:PVL*
8e75b9ac-360c-4de9-b586-7eba923ecf82	8	SSSSSSSSRRRS	MRSA:PVL+
c03dd3e3-b013-4d3f-905d-5093ba9cd0bf	30	SSSSSSRSRSSS	MSSA:PVL-
1c23300b-560f-4cad-a7cb-cdfcd5653ba3	6	SSSSSSSSRSSS	MSSA:PVL*
6325a32f-bf11-444f-bf6a-0f3574c18117	5	RSRSSSSSRRRS	MRSA:PVL*
7e76308c-05f3-42d6-86b4-a133118f4337	15	SSSSSSSSRSSS	MSSA:PVL*
2aaddd3f-6df6-4f60-b16e-be5dac954dd8	25	SSSSSSSSRSSS	MSSA:PVL-
929447ea-4489-41e5-a6bf-c077e9abf461	8	RSRSSSSSRRRS	MRSA:PVL*
cf8326ef-bf63-41a2-a121-0fa056120386	20	SSSSSSSSRSSS	MSSA:PVL*
058fda51-bbc5-4723-be91-224c259d213d	2562	SSSSSSSSRSSS	MSSA:PVL*
e2e10c0a-6113-43a2-bb5a-c960ffaab5ab	59	SSSSSSSSRSSS	MSSA:PVL-
28ee57a4-ac36-4f1e-9062-5853dc30bc88	7	SSSSSSSSRSSS	MSSA:PVL*
7780af6c-48f7-44f8-8c6f-532d758a4447	8	SSRSSSSSRRRS	MRSA:PVL+
bed52eb8-480b-42b2-b4b4-205c81c481e6	15	RSSSSSSSSSRS	MSSA:PVL*
4c966667-ebe4-479d-875d-82a889d70b6b	8	SSRSSSSSRRRS	MRSA:PVL+
fc938df9-c778-4f61-b5e5-f8fa60f9f7a1	30	SSSSSSSSRSSS	MSSA:PVL-
9d3f2258-1ce3-4d2f-9337-98a847b4303d	5	RSRSSSSSRRRS	MRSA:PVL*
ed1fb637-253f-4399-823e-676cd5c56e17	3747	SSSSSSSSSSSS	MSSA:PVL*
d8abb848-bec2-4210-aa56-d0dfb275c41c	5	SSSSSSSSRSSS	MSSA:PVL*
72d2df43-f953-4737-97d3-f4b37713bf30	2253	SSRSSSSSRRSS	MRSA:PVL*
35a58aaf-15d2-4fde-b58d-3c340ba51381	8	RSSSSSSSRSRS	MSSA:PVL+
50de9664-7595-4dcb-97d0-2b10b07e5686	45	SSSSSSSSRSSS	MSSA:PVL-
a6376bea-847a-4118-99ae-7102abf67ce5	88	RSSSSSSSRSRS	MSSA:PVL*
cde83512-6e2f-4648-9256-29a8e6207551	105	RSRSSSSSRRRS	MRSA:PVL*
325fc552-1d26-465b-b1af-b8b606ce72f5	7	RSSSSSSSRSRS	MSSA:PVL*
4940e1eb-12bb-423d-9a4f-249478d37415	45	SSSSSSSSRSSS	MSSA:PVL-
3404e72e-e5a0-4fc5-aaf9-b90565d3ccd2	111	RSRSSSRSRRRS	MRSA:PVL*
59d04e5d-0521-4230-88fe-a3ee9795f20b	15	SSSSSSSSRSSS	MSSA:PVL*
2addc382-9074-4f8f-b9c7-2f566ea3dcc7	5	RSSSSSSSSSRS	MSSA:PVL*
4933723c-c5a2-4e99-8429-3d615f1ee92a	8	SSSSSSSSRRRS	MRSA:PVL+
a9b62539-2923-4f4a-a1be-bade4bba4ee1	5	SSSSSSSSRSSS	MSSA:PVL*
afae6107-01ae-418a-a167-5fc414278f56	5	RSRSSSRSRRRS	MRSA:PVL*
cdda80c1-ffd3-45c5-8526-3dbd0009e3a9	45	SSSSSSSSRSSS	MSSA:PVL-
5a83c0ff-2322-43d2-862e-e696ccb202f5	239	RRRSRSRRRRRS	MRSA:PVL*
3be6cb58-3f8b-46db-9d15-585031d5b406	8	SRRSSSSSRRRS	MRSA:PVL+
74f2a5e0-e71e-4c68-b212-4e77c13d798c	5	RSRSSSRSRRRS	MRSA:PVL*
391da6a8-5025-4961-8e67-895571e61e6e	8	SSSSSSSSRRRS	MRSA:PVL+
aa1577be-c794-47c4-8abf-5905cb5fb1ba	109	RSSSSSSSRSRS	MSSA:PVL-
bfc3e7c7-cc56-4525-8358-7e89a9753d69	5	RSRSSSRSRRRS	MRSA:PVL*
271562d6-28b2-4db1-94d6-a42f0cf9ed72	72	SSSSSSSSRSSS	MSSA:PVL*
e3d6e5a8-8ff9-40a8-8be4-576318987932	45	SSSSSSSSRSSS	MSSA:PVL-
97c58609-1a30-42e9-a671-646e23947bf5	15	SSSSSSSSRSSS	MSSA:PVL*
7efb5a69-c478-4d85-861e-786c7977a45c	8	SSSSSSSSRSSS	MSSA:PVL*
3cd63d36-6241-4cbd-8721-97178912f3db	8	RSRSRSRRRRRS	MRSA:PVL*
99ca41d2-594b-4948-a05b-6c0c03749c81	8	SSSSSSSSRRRS	MRSA:PVL+
b910846a-b754-4d2f-9d3a-5b2011244075	8	SSSSSSSSRSSS	MSSA:PVL*
37998810-44e5-4168-894d-53ac6a50c3d7	15	SSSSSSSSRSSS	MSSA:PVL*
6acf6ad9-7975-44da-85c9-4ac4d4d36b4f	8	SSSSSSSSRRRS	MRSA:PVL+
08db9799-de66-4a8b-a0d4-c06a4658b9d6	8	SSSSSSSSRRRS	MRSA:PVL+
db74e0b3-9c8c-4beb-95d2-fbcdebd83fce	5	RSRSSSRSRRRS	MRSA:PVL*
823ff4b9-9d31-4841-84db-53098eb98b4c	7	SSSSSSSSRSSS	MSSA:PVL*
7c8cf98f-ea96-4fdf-9659-0921df845bf4	8	SSRSSSSSRRRS	MRSA:PVL+
fdc6d94b-d51e-4a64-9083-78e1373a6574	8	SSSSSSSSRRRS	MRSA:PVL+
cf317962-fcc7-484d-888d-49199aa9c2a9	3644	SSSSSSSSSSSS	MSSA:PVL*
567db71d-fdf0-44fd-96c7-51a651a37a9b	5	RSRSSSRSRRRS	MRSA:PVL*
95891505-af82-4fca-8a6e-f81fc3e06431	1021	SSSSSSSSRSSS	MSSA:PVL*
5cea3ddf-71c0-4907-87b3-66e001170754	239	RSRSRSRRRRRS	MRSA:PVL*
c7ff023e-d60b-4752-97c4-33796347e7b9	8	SSSSSSSSRRRS	MRSA:PVL+
a208343c-1bce-4738-a36f-ea2715334838	8	SSRSSRRSRRRS	MRSA:PVL+
222051de-333c-4777-b781-dd064aa48d0c	3749	SSSSSSRSRSSS	MSSA:PVL-
2e0e801e-474b-431c-ac5f-f15bac79f12b	1776	SSSSSSSSRSSS	MSSA:PVL*
8d2132b7-d5ae-4f51-813f-04a33acaaadc	30	SSSSSSSSRSSS	MSSA:PVL-
45a55731-2930-46f8-a1d6-0b88df9510db	2996	SSRSSSSSRSSS	MSSA:PVL-
3767138c-78c5-4624-8dae-5ca16943f3ce	5	SSSSSSSSRSSS	MSSA:PVL*
d89854db-6c83-4ba0-9f15-898587602d47	5	SSRSSSSSRSSS	MSSA:PVL*
0c09765c-967b-45c0-9b63-4518a9175109	8	SSSSSSSSRRRS	MRSA:PVL+
661535c1-3966-477a-943f-b8afe65a414a	8	SSSSSSSSRRRS	MRSA:PVL+
b2f20a6c-7eb8-4453-a9fe-a97527141b10	5	RRRSSSRrRRRS	MRSA:PVL*
6750b8cc-d662-4fab-9e8f-e7bb87f752c3	239	RRRSRSRRRRRS	MRSA:PVL*
02604997-9d00-4038-b08b-988f8677852f	8	SSSSSSSSRRRS	MRSA:PVL+
12282176-b2ee-4347-8b17-fec80de10b7e	30	SSSSSSSSRSSS	MSSA:PVL-
edfbe8e7-8895-461c-b7d6-216e198e7f56	121	SSSSSSSSRSSS	MSSA:PVL*
eddc79c0-4580-465c-a7ab-0c27f059f816	1776	SSSSSSSSRSSS	MSSA:PVL*
a3b4bb53-8697-4263-9b9d-acc67e172d4b	8	SSSSSSRSSSSS	MSSA:PVL*
2f93a730-e7d6-4c20-8554-a8dd38ccf97d	8	SSRSRSSSRRRS	MRSA:PVL+
ef6fd899-5d0a-4a19-8257-08a8cc8d79f1	5	RRRSSSRSRRRS	MRSA:PVL*
c9c3c079-b016-4370-b0f2-36707674f818	8	SSSSSSSSRRRS	MRSA:PVL+
3ef41d3e-b29b-403c-b033-d2e2a17a350e	1011	RSRSSRSSRRRS	MRSA:PVL*
5abb44dc-547f-4ece-922c-6280279da376	8	SSSSSSSSRRRS	MRSA:PVL+
c5f7107b-4f96-4c97-9ebf-3c48e77cee6c	5	SSSSSSSSSSSS	MSSA:PVL*
4c6216fd-5ea1-471a-88e5-aad45d8ec906	8	SSSSSSSSRRRS	MRSA:PVL+
2dcafac4-50b8-4c85-8d3b-06281f92b38a	111	RSRSSSRSRRRS	MRSA:PVL-
7d52b3cc-4e18-4b99-a181-a3aa038e456d	8	SSRSSSSSRRRS	MRSA:PVL+
03098e29-4d8b-45ef-8675-0b602de0587a	5	RSRSSSRSRRRS	MRSA:PVL*
a610b526-47d7-4330-b7a1-f12eb0d0d0cb	45	SSSSSSSSSSSS	MSSA:PVL-
fcecb791-adb9-42eb-852f-3cd58866eaba	2997	RSSSSSSSSSRS	MSSA:PVL-
e7eb0845-8597-4b68-8cd3-5c743721caa5	1160	SRSSSSSSRSSS	MSSA:PVL*
df0eaea0-6805-4f1b-93e9-4b7888c03a06	30	SSSSSSSSRSSS	MSSA:PVL-
74aa75e0-d77d-4d1d-8a38-f581009e6339	5	RSRSSSRSRRRS	MRSA:PVL*
0aba0846-dd80-4231-b8d5-6b89d21e3652	239	RRRSRSRRRRRS	MRSA:PVL*
a18a8245-8191-429f-abab-347713e10016	228	RSRSSSRSRRRS	MRSA:PVL-
5b3e96d4-650c-494e-82c2-d79e7f3129d1	3750	SSSSSSSSSSSS	MSSA:PVL*
7e9a2cbe-4b5e-4449-a9f1-3531a5f5183a	5	RSRSSSSSRRRS	MRSA:PVL*
bcd5b72d-8cc5-4ade-a847-cdd43581734c	8	RSSSSSSSSSRS	MSSA:PVL*
9f90305e-96bb-43a9-a4a8-4c633b88418d	5	RSRSSSRSRRRS	MRSA:PVL*
8970820a-4c48-4690-9e92-091fbd8fcc08	50	SSSSSSSSRSSS	MSSA:PVL*
f5370690-d993-4093-9d69-c74c8cb0a622	111	RSRSSSRSRRRS	MRSA:PVL-
92b78ece-6c57-4594-8b2e-c728023867c6	188	SSSSSSSSRSSS	MSSA:PVL*
de410af2-0243-474c-a916-8af672e287ed	15	SSSSSSSSRSSS	MSSA:PVL*
a674fc15-dc8c-4f68-9cd4-d8aeefcb8a80	30	SSSSSSSSRSSS	MSSA:PVL-
c4922c92-7db6-408e-aea5-82cc7f2daad5	5	RSSSSSSSRSRS	MSSA:PVL*
5b238d1d-411f-440e-8d9f-9add48920fb1	5	RSRSSSSSRRRS	MRSA:PVL*
4d79d6f2-e4c4-47cc-8076-2cbdf9a52820	8	RSSSSSSSRRRS	MRSA:PVL+
b899bb2f-ad48-4fdb-b091-4d437a348712	5	RSRSSSRSRRRS	MRSA:PVL*
3e676763-43ef-4645-9038-82b3bad837a6	464	SSSSSSSSRSSS	MSSA:PVL*
ae00e90d-024e-4ad1-9305-7b8d71c44070	30	SSSSSSSSRSSS	MSSA:PVL-
32c04a3e-7e3c-4941-bd2e-ec5fe1748048	2224	SSSSSSSSRSSS	MSSA:PVL*
2fc4ad85-f70d-473e-ba65-3ec4068fa51e	30	SSSSSSSSRSSS	MSSA:PVL-
3279f7ff-d513-4ce3-abed-5c88d3cd2e8d	111	RSRSSSRSRRRS	MRSA:PVL*
a384bde5-1636-44a6-99cb-b4d1624b5cfd	5	RSRSSSSSRRRS	MRSA:PVL*
fe20a268-b952-4555-a8cf-fa7702a5610c	15	SSSSSSSSRSSS	MSSA:PVL*
1fdf1766-f8b8-45e1-ae06-5753a107b615	101	SSSSSSSSSSSS	MSSA:PVL*
7728d5cf-51b2-4b65-832c-52449c8ec686	8	RSRSSSSSRRRS	MRSA:PVL*
bb20aba0-d8b6-4f52-83d7-420103a264d3	8	SSRSSSSSRRSS	MRSA:PVL*
6699c6c4-f437-435f-9755-4e69e1c02f7b	8	RSRSSSSSRRRS	MRSA:PVL*
9ef2e3e8-c791-4fbf-b123-14610ef66356	1	RSSSSSSSRRRR	MRSA:PVL*
22ac7568-853e-4fab-a71f-787d74ffed82	3751	SSRSSRRSRRSS	MRSA:PVL*
e92a2df2-92d8-4874-b877-f6ff5fa20dcb	8	SSRSSSSSRRRS	MRSA:PVL+
b603328c-0132-4834-8e76-4c37b5544367	8	SSSSSSSSRRRS	MRSA:PVL+
1cd22223-aa03-4418-aba0-fed194260ca9	8	SSSSSSSSRRRS	MRSA:PVL+
7d02ef45-8e0e-4e69-b236-79fdd2246053	101	SSSSSSSSSSSS	MSSA:PVL*
412d77cf-7445-4f97-a5bf-c0896b1ca24a	8	SSSSSSSSRRRS	MRSA:PVL+
37f2abdd-d3f0-4dee-a84c-9365e3232218	8	SSRSRSSSRRRS	MRSA:PVL+
880ab99a-96df-404c-a4ee-17ce6e095e0e	111	RSRSSSRSRRRS	MRSA:PVL*
f2b78a4c-32c2-4b80-a16a-91a895adbe34	5	RSSSSSSSRRRS	MRSA:PVL*
ad6f40c1-d755-45f4-b8f5-ad5c244c4578	7	SSSSSSSSRSSS	MSSA:PVL*
56e95a0f-b8a0-4ddb-b389-44b70fc79c9f	59	RSSSSSSSRSRS	MSSA:PVL-
a6849e93-d82a-4181-b067-01bf58d66ab4	5	RSRSSSSSRRRS	MRSA:PVL*
e84559a7-7673-455e-af35-4a341361ad2c	45	SSSSSSSSRSSS	MSSA:PVL-
171f846f-e3f6-4f5c-b3c8-527da59d5a8b	30	SSSSSSSSRSSS	MSSA:PVL-
05ca95af-8352-4edf-9687-8f1c6a942247	8	RSRSSSSSSSRS	MSSA:PVL*
c9a62ac1-b2f5-47df-a422-bc8c5c0636ec	30	SSSSSSSSRSSS	MSSA:PVL-
ea999387-78fa-4505-8d83-3191d758da98	9	SSSSSSSSRSSS	MSSA:PVL-
b252590c-ebba-4654-97e3-2e965a05bcab	5	RSRSSSSSRRRS	MRSA:PVL*
45d715e4-6ee5-42cd-8db7-d883fe0b1924	22	SSSSSSSSRSSS	MSSA:PVL-
507eaac3-be24-4ab0-a717-bed221d45409	7	SSSSSSSSRSSS	MSSA:PVL*
9a222905-0443-4758-8097-9fc3af8040f9	5	RSSSSSRRSSRS	MSSA:PVL*
858817e1-94da-460a-89db-8eb7c52e7da2	228	RRRSSSRRRRRS	MRSA:PVL-
62032d6f-89ad-47a8-b5b4-9d7ed7a9897c	15	SSSSSSSSRSSS	MSSA:PVL*
68ed6c4c-fa6a-4fcd-a4f6-081fc21a3ea6	3839	SSSSSSSSRSSS	MSSA:PVL*
ca625ddf-ae47-4bc3-b14c-bdf873255e83	5	SSSSSSSSSSSS	MSSA:PVL*
1617abae-af52-42b1-93da-02e94607f7d3	8	RSRSRSSSSSRS	MSSA:PVL*
455e8539-db96-4e02-bbb0-772218dd080d	9	SSSSSSSSRSSS	MSSA:PVL-
f302ea69-87c5-4336-a65a-0828817a26d8	30	SSSSSSSSRSSS	MSSA:PVL-
bb1bee4d-db94-4f27-97a9-24b65250b385	111	SSRSSSRSRRSS	MRSA:PVL*
751154c3-ef16-44ab-946f-f1912ad7a105	15	SSSSSSSSRSSS	MSSA:PVL*
488a4594-eebe-41e1-a907-b99fec609f46	8	SSRSSSSSRRRS	MRSA:PVL+
0c8e406d-42cc-4432-8a03-8e51b405fc81	8	RSSSRSSSRSRS	MSSA:PVL*
34fc4fd4-4649-41df-aeea-33d20ae5bd2c	22	SSSSSSSSRSSS	MSSA:PVL+
f0ab4a43-09b3-48f6-a9e3-abf5607dc6c4	30	RSSSSSSSRSRS	MSSA:PVL-
73a48f85-4ebd-4b83-9a4f-4fcc496c5756	20	SSSSSSSSRSSS	MSSA:PVL*
b67356b0-cc49-466a-8820-a2729d453cd1	8	RSRSSSSSRRRR	MRSA:PVL*
a6473837-42f5-411f-9bc4-5012e7764566	30	RSSSSSSSRSRS	MSSA:PVL-
b63ecd83-6914-4c10-86d1-41c47a5424f3	20	SSSSSSSSRSSS	MSSA:PVL*
62716dcd-a54f-4560-a2fe-a63e4b1412b7	8	SSRSSSSSRRSS	MRSA:PVL*
ea98b930-02f1-4ce7-87fe-a260a444cef4	8	SSRSSSSSRRSS	MRSA:PVL*
1e16a3bf-b402-4d98-a1ee-71f3fb186231	188	SSSSSSSSRSSS	MSSA:PVL*
b9e0d597-0327-4d96-b7f6-add4191371eb	97	SSSSSSSSRSSS	MSSA:PVL*
44e720a8-329b-4128-b461-1c4984e7fe89	59	SSSSSSSSRSSS	MSSA:PVL-
3b9a3061-3955-4870-968f-54c1fcc83c27	3752	SSSSSSSSRSSS	MSSA:PVL-
2282d7b8-2896-4fd0-8dfe-87cb601640d2	3787	RSSSSSSSSSRS	MSSA:PVL-
bd6ca4e4-e98a-4ea3-b4ad-a158f97021c3	8	SSRSSSSSRRSS	MRSA:PVL*
2d146fdf-e8fc-4c57-b128-e04cb19fc466	8	RRRSSSSSRRRS	MRSA:PVL*
596a2d4e-75c0-471d-b1e5-94742e35a39b	5	SSSSSSSSRSSS	MSSA:PVL*
690641af-47d9-4335-abb6-653b54f21f74	8	RSRSSRSSRRRS	MRSA:PVL*
4e3acc96-3465-4172-94c9-558cf44d26ce	5	SSSSSSSSRSSS	MSSA:PVL*
f8e8e013-990d-4b90-8cf0-362e791b6b0b	3754	SSSSSSSSSSSS	MSSA:PVL*
651ffbc4-58e9-4023-951c-76e116fb069f	15	SSSSSSSSRSSS	MSSA:PVL*
c0c3a9af-3638-44a8-b703-e734f02a7b95	15	SSSSSSSSRSSS	MSSA:PVL*
b6a107e8-9f53-424d-82ef-d2ecd2ab3e38	188	SSSSSSSSRSSR	MSSA:PVL*
5f38e8d0-4779-4a96-8d62-42651b6a4277	188	SSSSSSSSRSSR	MSSA:PVL*
02ac5805-b74c-4a7a-808b-ab30d49e5890	8	SSSSSSSSRRRS	MRSA:PVL+
5b4902bb-f953-4c7a-89ed-5026b822fb61	3640	SSSSSSSSSSRS	MSSA:PVL*
b4f870b9-50d0-4b76-bb18-00772619450e	45	SSSSSSSSRSSS	MSSA:PVL-
1dd25043-02c8-4c74-b2ff-d1faf1f87494	1	SSSSSSSSRSSS	MSSA:PVL*
28b18e0d-1ad8-4131-873e-a0a126a7e086	228	RSRSSSRrRRRS	MRSA:PVL*
06c2e98a-4da2-4207-b6b0-5cb40514d0c0	8	SSRSSSSSRRSS	MRSA:PVL*
f1b2c46a-e7e6-4fce-985c-c319d5a90e40	8	RSRSSSSSRRRR	MRSA:PVL*
d88b304d-ea9f-4d0d-b269-ba1dfe40f154	22	RSRSSSSSRRRR	MRSA:PVL-
10d30d72-aa18-432f-b92d-be0b25b2aea5	30	SSSSSSSSRSSS	MSSA:PVL-
a3f5a1e8-9e5c-4dbc-83a4-57613a4b61d5	1	SSSSSSSSSSSR	MSSA:PVL*
74e93611-6559-44bd-8772-370d89735c38	8	RSRSSSSSRRRS	MRSA:PVL*
05d0c62c-942f-4628-8a88-2ee93f753a02	8	SSSSRSSSRSSR	MSSA:PVL*
bb8867e7-834b-4098-8c99-009372d95d71	8	RSSSRSSSRSRR	MSSA:PVL*
977e39d4-54f7-45b0-8865-f4daaf61f48f	1	SSSSSSSSSSSR	MSSA:PVL*
9d9529d5-03f1-4513-975a-f0f7ed82373d	25	SSSSSSSSRSSS	MSSA:PVL*
60af9ce8-b676-4571-a6c5-3aede980903d	45	RSRSSSSSRRRS	MRSA:PVL-
ef5287a3-0fb8-4462-8bce-27f3440ac54f	72	SSSSSSSSSSSR	MSSA:PVL*
d3a8449f-13d6-4c3f-b079-abcbe0dbd3ec	7	SSSSSSSSRSSS	MSSA:PVL*
5508caa3-b476-43cf-a4f3-897a05c447e2	3753	SSRSSSRSRRSS	MRSA:PVL*
21b502e2-74e9-42f0-a3c0-19e50a317b02	5	RSSSSSSSRSRS	MSSA:PVL*
074d128a-e452-417e-92ab-146210e8bac4	5	RSRSSRRRRRRS	MRSA:PVL*
628a549b-b12d-47aa-a2da-e432b1de5414	45	SSSSSSSSRSSS	MSSA:PVL-
4eb9fca9-0895-440d-a762-45ae27283837	5	SSSSSSSSRSSS	MSSA:PVL*
3d289803-4d7f-423e-a20e-db3777680b22	8	SSSSSSSSRRRS	MRSA:PVL+
4e9e6593-4f2d-456c-b9c7-7406561a0f77	1156	SSSSSSSSRSRS	MSSA:PVL*
7170e9e4-d623-4da2-9a99-005c1d8aa043	5	RSRSSSSSRRRS	MRSA:PVL*
45feabfb-55e4-4824-b5a6-1fcccd80b55b	101	SSSSSSSSSSSS	MSSA:PVL*
30ef0ab8-7e2e-49ad-b223-3448dfaba29c	45	SSSSSSSSRSSS	MSSA:PVL-
e8e99c2f-836e-4c12-84a5-040770869c50	45	RSRSSSSSRRRS	MRSA:PVL-
df4887f8-835c-4329-b829-31af9e6f87e0	5	SSSSSSSSRRSS	MRSA:PVL*
cb5d62fb-f6e5-4f4d-a4c8-5dd7c0241db3	45	RSRSSSSSRRRS	MRSA:PVL-
3456e5cb-8a17-46c7-8d86-919a900ecf55	5	RSRSSSSSRRRS	MRSA:PVL*
8d674a8a-d841-4cde-8edf-904b11410913	88	RSSSSSSSRSRS	MSSA:PVL*
8868720b-cfad-4a58-a1ca-08291434d7a5	8	SSSSSSSSSSSS	MSSA:PVL*
b2f99390-bd2c-4dc0-99ff-28af4bbe36ba	12	SSSSSSSSSSSS	MSSA:PVL*
b9957f5f-4363-4ae7-ac7c-e678a8001604	5	RSSSSSSSRRRS	MRSA:PVL*
3bb4fcd7-d5ad-42d9-9c0f-af80f1e6e988	121	SSSSSSSSSSSS	MSSA:PVL+
1d1af4b8-88e2-4e1d-99d0-c4c74162f603	15	SSSSSSSSRSRS	MSSA:PVL*
42d6ebcf-4696-4ce2-a4ad-e18cfd868ad5	8	SSRSSSSSRRRS	MRSA:PVL+
bfb1912d-3502-4756-a55b-5622e64d9e5f	8	SSRSSSSSRRRS	MRSA:PVL+
6d830281-592d-4ebb-bd1b-494705743002	3829	SSSSSSSSRRRS	MRSA:PVL+
bf094fe4-ea03-4ff4-97b7-3008ccdb0807	12	SSSSSSSSRSSS	MSSA:PVL*
55305b06-58a5-47ff-9476-f5f552c976a0	5	SSSSSSSSRSSS	MSSA:PVL*
142ce8cb-0e90-4f5a-b8e0-837a4494875f	45	SSSSSSSSRSSS	MSSA:PVL-
0c35d0d8-833d-43d7-9277-aabd8f483f39	3754	SSSSSSSSSSSS	MSSA:PVL*
7d5cd8d8-5de5-4d1c-8322-a3cb43073cb5	5	SSSSSSSSSSSS	MSSA:PVL*
e46efb48-b989-4213-89ab-835ff0ff7bed	30	SSRSSSSSRSSS	MSSA:PVL-
54fd5944-f89d-4f88-8129-0061459000b6	81	SSSSSSSSRSSS	MSSA:PVL*
e8dde1fd-92ed-4500-ad18-d686c8082af0	5	RSRSSSSSRRRS	MRSA:PVL*
30f267eb-e5df-4f01-9087-44ffa4f7853c	5	RSSSSSSSRRRS	MRSA:PVL*
df255cd9-be6f-49af-9145-cf11fc4217d4	3801	SSRSSSSRRRSS	MRSA:PVL-
59002d1f-f0be-4063-9b7e-d9948c8250ad	3005	SSSSSSSSRRSS	MRSA:PVL*
68586736-1353-486e-82c3-d471ef85e3bc	5	RSRSSSSSRRRS	MRSA:PVL*
1c77253b-6bed-4e12-a9e8-96a64407d088	144	SSSSSSSSRSSS	MSSA:PVL-
7ad9b4ed-73c8-4a32-ba83-ce18aea85061	15	SSSSSSSSRSSS	MSSA:PVL*
46c929b7-68e6-4033-9593-78a2813a59be	225	RSRSSSSSRRRS	MRSA:PVL*
1d165265-2f83-4f81-9924-63f12e3e42d4	8	SSRSSSSSRRRS	MRSA:PVL+
0d2d6af3-8463-4957-b836-5ad866dfcbf5	5	RSRSSSSSRSRS	MSSA:PVL*
