uuid	lineage	susceptibility	genotype
b1e1f8ce-b3c3-46fd-84c6-3c561aa0e113	239	RSRSRSRRRRRS	MRSA:PVL*
57d6c857-c72d-4fa2-8f67-d82bb55700e0	239	RSRSRSRRRRRS	MRSA:PVL*
66e7a005-8aed-4f72-8d36-353ee0123666	239	RSRSRSRRRRRS	MRSA:PVL*
8855d47e-d0a7-4c18-90ff-65d8917a6c83	239	RSRSRSRRRRRS	MRSA:PVL*
7e100fae-443d-4a6b-abf2-46e1a0377cbc	239	RSRSRSRRRRRS	MRSA:PVL*
97ce6afc-9328-4b77-b159-f9f5c7e780b9	239	RSRSRSRRRRRS	MRSA:PVL*
28b348bd-b320-46da-88ab-042ab7eacad4	239	RSRSRSRRRRRS	MRSA:PVL*
32c0c185-2c5a-4631-8fe7-459032337f10	239	RSRSRSRRRRRS	MRSA:PVL*
d32b1654-8380-476f-9a28-00ffeca00026	239	RSRSRSRRRRRS	MRSA:PVL*
a73327a3-a177-4ea8-af41-8dc8505772b3	239	RSRSRSRRRRRS	MRSA:PVL*
d812b3eb-49da-4156-a433-790ea71b8f8b	239	RSRSRSRRRRRS	MRSA:PVL*
afb3bc84-29dd-4764-9e2d-2e79e41b802e	239	RSRSRSRRRRRS	MRSA:PVL*
c6163c20-6caf-4c71-bd1b-bb8810a70f10	239	RSRSRSRRRRRS	MRSA:PVL*
6ce43839-b582-4c18-8633-c8308e27fb9e	22	SSRSSSSSRRSS	MRSA:PVL-
05c37566-41dc-4389-8dd5-0d7a81ca1724	239	RSRSRSRRRRRS	MRSA:PVL*
f6a7405b-bb93-4f6b-8188-e1cc0646f533	239	RSRSRSRRRRRS	MRSA:PVL*
571c88b4-86e4-4a75-9fa1-2106eae4af39	239	RSRSRSRRRRRS	MRSA:PVL*
7945b687-bba0-41ca-8173-8e0a76c95d6f	239	RSRSRSRRRRRS	MRSA:PVL*
007514b5-83ff-4fc2-97cc-8a1e1852dd75	1282	RSRSRSRRRRRS	MRSA:PVL*
8e6ec033-4049-40ca-92d8-610957158a23	239	RSRSRSRRRRRS	MRSA:PVL*
a6368eb8-6d93-49de-8bd1-653010ddcf57	22	RSRSSSSSRRRS	MRSA:PVL-
c02560e5-5f7e-4285-ab32-56913e8bbf35	239	RSRSRSRRRRRS	MRSA:PVL*
868164d1-d32c-4192-a2e7-2b15b438c5de	239	RSRSRSRRRRRS	MRSA:PVL*
b6627ebd-c991-43dd-87b0-7af6773e1398	239	RSRSRSRRRRRS	MRSA:PVL*
ac479284-6855-4998-b474-7eb84a6f5437	239	RSRSRSRRRRRS	MRSA:PVL*
41211727-e1c6-4cea-ac63-71e0cf18af70	22	SSRSSSSRRRSS	MRSA:PVL-
8c525eaf-d928-4662-a6d6-dc1a5d1bf7d4	239	RSRSRSRRRRRS	MRSA:PVL*
eadad1a1-f0de-45e2-926c-118675d22957	239	RSRSRSRRRRRS	MRSA:PVL*
a23722ee-516e-48a9-af31-e2e67e199736	239	RSRSRSRRRRRS	MRSA:PVL*
de3ffab4-637e-4313-ae0e-3b5a08788591	239	RSRSRSRRRRRS	MRSA:PVL*
2eb7eed3-776c-4f5d-bf66-e4f8a8d144a6	239	RSRSRSRRRRRS	MRSA:PVL*
5b680c70-f9ac-438c-81c0-13db708b41cf	239	RSRSRSRRRRRS	MRSA:PVL*
d3d997d1-1166-49ae-a0c7-6af15d1f5b1c	30	SSSSSSSSRSSS	MSSA:PVL-
8279e017-f88a-46e3-b8ec-9d4cfd5257f6	239	RSRSRSRRRRRS	MRSA:PVL*
7204dc27-d9d1-4cca-800a-5acafbe4fb11	239	RSRSRSRRRRRS	MRSA:PVL*
0db8214a-28ab-444e-b2cc-6a2f18e76b30	239	RSRSRSRRRRRS	MRSA:PVL*
21294578-f43d-4f5f-9e50-1588859cadb4	239	RSRSRSRRRRRS	MRSA:PVL*
a93bbbd1-7e9d-4b06-a45e-264575996bf4	239	RSRSRSRRRRRS	MRSA:PVL*
3e78d31c-146b-4126-8997-9ba382e23a74	22	RSRSSSSRRRRS	MRSA:PVL-
94b07fd7-e6d2-4ca5-9c04-7a5822c778c9	225	RSRSSSSSRRRS	MRSA:PVL*
62574082-4fa4-4b78-9ce8-c0a531188f8c	225	RSRSSSSSRRRS	MRSA:PVL*
e989cb45-4d22-4486-acf6-9036978d3837	22	SSRSSSSSRRSS	MRSA:PVL-
2e0cf87f-f8ae-45b9-bc37-815c54fd352c	1	SSSSRSSSRRSS	MRSA:PVL*
f540025a-936f-4141-bfc3-bebb4243cd37	398	SSSSRSSSRRSS	MRSA:PVL-
846146cf-5f36-4cff-9c92-0fb08b47577a	22	SSRSSSSSRRSS	MRSA:PVL-
d2672a02-6bec-47f0-860a-1f7caacad9a1	22	SSRSSSSSRRSS	MRSA:PVL-
4888130b-ebeb-4e49-a64e-b64021af793c	5	SSSSSSSSRRSS	MRSA:PVL*
83ec3d9b-2100-4059-a300-3b0068fc5315	22	SSSSSSSRRRSS	MRSA:PVL-
0ff23a01-10d6-43a5-837f-ac4fe8ed989b	398	SSSSRSSSRRSS	MRSA:PVL-
a5de8ae2-193d-49e8-8700-7731d9876f93	398	SSSSRSSRRRSS	MRSA:PVL-
61f41d84-cefe-48d2-9e05-8d47b5950a80	1	SSRSRSSSRRSS	MRSA:PVL*
fcd7cc48-cff5-431d-b920-268bfdbb48d6	22	RSRSSSSSRRRS	MRSA:PVL-
ea7a0d77-7ad1-41d6-af4f-e6a28784ebe2	22	RSRSSSSSRRRS	MRSA:PVL-
8fbd0327-758b-49ae-a3b5-1b2639662e79	22	SSRSSSSSRRSS	MRSA:PVL-
14251c2a-aba2-4e52-b4df-c5a2b76bb609	22	SSRSSSSSRRSS	MRSA:PVL-
7e93dfec-26b8-494c-b183-201d395bcc2b	737	RSSSSSSSRRRS	MRSA:PVL-
a81ac0af-33d1-4fc8-ab05-c8a832d62ed9	398	RSSSRSSRRRRS	MRSA:PVL-
681abc06-c9d1-4e5e-803c-fca64ea7781f	6	SSSSSSSSRRSS	MRSA:PVL*
c59e015d-1783-4573-a793-21068a2a64b3	398	SSSSRSSSRRSS	MRSA:PVL-
10b40001-c975-4118-addc-cf6ee7e632b5	398	SSSSRSSSRRSS	MRSA:PVL-
dc453173-3843-4f10-92d0-c10ff9f5cdf4	239	RSRSRSRRRRRS	MRSA:PVL*
e6ecbe0b-71f4-4bee-ab6d-9ecb7965eceb	239	RSRSRSRRRRRS	MRSA:PVL*
66d68dcc-4457-405a-a690-0cd269c9f0bb	239	RSRSRSRRRRRS	MRSA:PVL*
b4651321-ba87-4e55-91d0-d91f6f3cb5a6	239	RSRSRSRRRRRS	MRSA:PVL*
2c9ca493-f7c7-41ff-8876-d9699d7277bd	239	RSRSRSRRRRRS	MRSA:PVL*
13332c41-b287-49da-b14a-927cd4ab4fdc	239	RSRSRSRRRRRS	MRSA:PVL*
1f3ba858-b73b-4b67-8850-0586b298161a	225	RSRSSSSSRRRS	MRSA:PVL*
158cbd11-9339-4981-9f83-15476f54bf40	30	RSSSSSSSRRRS	MRSA:PVL-
74bf5a81-3916-4307-993b-a6ce2af8aee6	398	RSSSRSSRRRRS	MRSA:PVL-
68c61838-f128-455a-9db2-7d0bbfd4c9a2	22	SSRSSSSSRRSS	MRSA:PVL-
6a07ab7e-adef-4892-99dc-5ee8005e1ab7	398	RSSSRSSSRRRS	MRSA:PVL-
c5215e7d-df9b-4c65-8d6e-4e27bb722a2c	225	RSRSSSSSRRRS	MRSA:PVL*
2d72a17c-9f6b-4a01-8fc6-fb8946c15252	398	SSRSSSSSRRSS	MRSA:PVL-
83859538-35d0-4aba-ac0e-c4bbbfa880bf	225	RSRSSSSSRRRS	MRSA:PVL*
5fa0564e-1b51-48b1-bf93-bc3bda5aa415	239	RSRSRSRRRRRS	MRSA:PVL*
1af4fa1a-b3e7-4dc4-858f-1dae1d27570f	239	RSRSRSRRRRRS	MRSA:PVL*
696452b5-5939-4c30-9013-5d44c38516b9	398	RSRSRSSRRRRS	MRSA:PVL-
4b14146f-d58c-4eb3-ac77-7191d15c716c	22	RSRSSSSSRRRS	MRSA:PVL-
beef83e8-b2c3-4417-9274-ecca4f60b5f5	239	RSRSRSRRRRRS	MRSA:PVL*
19ffcb2c-c51d-41cf-b2e4-081c830e51ca	22	SSSSSSSRRRSS	MRSA:PVL-
31780121-56d5-46c6-a3b2-f79d875625f6	225	RSRSSSSSRRRS	MRSA:PVL*
10557d92-849c-4af0-86cb-1b1982228410	22	RSRSSSSSRRRS	MRSA:PVL-
77114374-af1e-4893-8ea4-5c15bcbb48b2	398	SSSSRSSSRRSS	MRSA:PVL-
2d7a875a-9fcc-4fa4-85ea-65a42c11ea06	22	SSRSSSSSRRSS	MRSA:PVL-
9856d642-ae00-46df-a0a7-1a115b06bdc0	398	RSSSRSSSRRRS	MRSA:PVL-
c4b6724c-beeb-45d7-956b-7bf0a6f4fea6	398	RSSSRSSRRRRS	MRSA:PVL-
0b09f9f3-09ab-4ed8-bd4a-9c34084933cf	239	RSRSRSRRRRRS	MRSA:PVL*
4108dc1f-9ae5-4288-b19b-6b3129cfc515	239	RSRSRSRRRRRS	MRSA:PVL*
ab785dfc-9a5d-40e6-a056-ac0361a27188	22	SSRSSSSSRRSS	MRSA:PVL-
6b167a45-da30-4658-95eb-d5d364189259	3785	SSSSRSSSRRSS	MRSA:PVL-
29f0ec6c-1968-40e1-af0f-8bc1d745f5f3	45	SSRSSSSSRRSS	MRSA:PVL-
f81831cf-033a-433d-b6da-783d9654dadc	398	RSRSRSSRRRRS	MRSA:PVL-
84a47028-b9ca-4eec-94e0-3491be7860e3	45	SSSSSSSSRRSS	MRSA:PVL-
2792222e-41b2-46c3-b65d-10534b2fa6b4	913	SSSSSSSSRRSS	MRSA:PVL*
32aa448a-36f6-4021-bf5e-474967d661b3	225	RSRSSSSSRRRS	MRSA:PVL*
e0a08efe-fdbb-4130-8902-956bf610b238	225	RSRSSSSSRRRS	MRSA:PVL*
c7313764-de87-4c83-9837-321bf1eaad83	22	SSSSSSSRRRSS	MRSA:PVL-
e91d8428-8e84-4685-89d2-c07f14e50a43	22	SSRSSSSSRRSS	MRSA:PVL-
2209e37a-fc43-4bf4-a0cd-c2ca80780f46	22	RSRSSSSSRRRS	MRSA:PVL-
06cc1353-d391-4ae2-b74f-aa8653a98006	398	SSSSRSSSRRSS	MRSA:PVL-
2fd236f9-5b46-4bf9-930b-5f9962cf5709	8	RSRSSSSSRRRS	MRSA:PVL*
a5cc3727-a5d3-485c-be89-01f0f17a3b5d	225	RSRSSRRSRRRS	MRSA:PVL*
d60ef587-d6b2-47d2-98a9-708e410de3c5	225	RSRSSSSSRRRS	MRSA:PVL*
ba641f80-13db-4ad4-a3cf-6c6b06fa4697	22	RSRSSSSSRRRS	MRSA:PVL-
e2db624f-f4ad-43ca-969e-417af413fe5a	225	RSRSSSSSRRRS	MRSA:PVL*
16dcd238-14b0-40e6-8e5b-c1084a1a9ff3	398	SSSSRSSSRRSS	MRSA:PVL-
c7c83edd-2cc7-4a56-a7eb-008e5a5825cc	8	SSSSRSSSRRSS	MRSA:PVL*
8e1473a3-bec3-4eae-97a1-596f55d99541	398	RSSSRSSRRRRS	MRSA:PVL-
c468fd51-621a-4539-9a78-3f714af83602	8	SRSSRSSSRRSS	MRSA:PVL*
4b23e0b7-2d67-4aea-8ca4-1a851caa37c6	22	SSRSSSSSRRSS	MRSA:PVL-
6a83c8de-b422-4e76-ac95-7215f118d062	22	RSRSSSSSRRRS	MRSA:PVL-
937e048f-cac9-4c69-baa3-0a2b259f0ccb	1	SSSSRSSSRRSS	MRSA:PVL*
74d6df18-6b8d-43e1-833d-c7aaa84e866a	398	SSSSRSrSRRSS	MRSA:PVL-
b1c2d222-c1c8-4f4b-8077-4645e619aba8	398	SSRSRSSSRRSS	MRSA:PVL-
9653e2f8-b74b-465e-ab23-18809955259c	225	RSRSSSSSRRRS	MRSA:PVL*
6eeeeec4-a7be-4682-b42f-c6b3c6ee6203	398	RSSSRSSRRRSS	MRSA:PVL-
17325f16-91c2-4fc9-9a9d-ff0ef4a626bf	398	RSSSRSSSRRRS	MRSA:PVL-
dbea07a4-c5b5-4c10-a57b-1c73bf6ac49e	398	RSSSRSSRRRRS	MRSA:PVL-
4c21b26a-ec98-4a22-b287-feead7336c11	225	RSRSSSSSRRRS	MRSA:PVL*
20e4e94c-79ab-4ccc-90b8-72279d003e4a	45	SSSSSSSSRRSS	MRSA:PVL-
1a6c439a-9816-411a-a479-f3fb5bbab96d	398	RSSSRSSRRRRS	MRSA:PVL-
954b4d0b-355d-467f-9ed8-16395f3700ae	22	RSRSSSSSRRRS	MRSA:PVL-
e48f1964-49c0-44bc-a13a-3508758f098b	398	RSRSRSSRRRRS	MRSA:PVL-
350bdf58-1d15-4e39-b6b1-b329df142eb5	22	RSRSSSSSRRRS	MRSA:PVL-
9994e40e-cac3-4db7-b005-52b470c8a3b2	398	RSSSRSSRRRRS	MRSA:PVL-
10e252f3-cac3-4e73-a6e8-ac631558ede9	9	SSRSSSSSRRSS	MRSA:PVL-
a48c2a2b-aafa-4007-94c3-b61e8ea8db9c	225	RSRSSSSSRRRS	MRSA:PVL*
2a367d8e-10a9-4c64-8f82-e82bffb40056	3806	SSRSSSSSRRSS	MRSA:PVL-
c666b043-77d0-4bdc-854e-0c09f30f0c81	398	RSSSRSSRRRRS	MRSA:PVL-
dd234dbc-3a0f-41c2-9d4e-c5cd79e99e82	225	RSRSSSSSRRRS	MRSA:PVL*
0437e627-201c-4cd5-afe7-1f7e603a792d	398	SSRSRSSSRRSS	MRSA:PVL-
027f331a-3efa-429d-961b-da69cef58153	45	RSRSSSSSRRRS	MRSA:PVL-
b18a15eb-73a7-494d-b701-6a0f3845afbb	225	RSRSSSSSRRRS	MRSA:PVL*
439105c3-4777-4a43-af54-b91c786fb39f	22	SSSSSSSRRRSS	MRSA:PVL-
402536ef-539c-482c-84b7-268c53253a93	225	RSRSSSSSRRRS	MRSA:PVL*
79f24e6b-1c45-4efa-b12d-c8ec2d60b976	22	SSSSSSSRRRSS	MRSA:PVL-
44756eed-d4fa-4847-9fe7-3929db6d2bd3	22	SSRSSSSSRRSS	MRSA:PVL-
01ed452c-6100-4341-8a55-70121616b150	225	RSRSSSSSRRRS	MRSA:PVL*
e324887a-d343-4838-becf-1d3dd88c0abe	398	RSSSRSSRRRRS	MRSA:PVL-
8fdb0830-94cb-4d51-8e1f-70f02627f8b9	239	RSRSRSRRRRRS	MRSA:PVL*
b2b23e8b-00ea-439d-b923-e3f2260ca73c	239	RSRSRSRRRRRS	MRSA:PVL*
3a8fe523-800c-4d8b-b9c7-96212ca171be	239	RSRSRSRRRRRS	MRSA:PVL*
36d22f26-5aca-4b20-9e7b-17bcca589001	239	RSRSRSRRRRRS	MRSA:PVL*
6f776a1b-eac6-4242-ac77-4ce53bf32a17	239	RSRSRSRRRRRS	MRSA:PVL*
babe784f-7a44-4dc8-afb9-5d6c7187e49d	225	RSRSSSSSRRRS	MRSA:PVL*
f969b3f6-e226-4d12-b14a-53c6bca3384c	80	RSSSRSSSRRRR	MRSA:PVL+
2258eab8-6df4-49a3-8ec5-0b85f58a17e8	398	SSSSRSSSRRSS	MRSA:PVL-
91af8289-ad12-4d13-b454-f75393f0bc02	398	RSRSRSSRRRRS	MRSA:PVL-
6e64453f-7173-443c-8ee0-949512c7c02e	152	SSSSSSRSRRSS	MRSA:PVL+
a5d49781-f1f4-4422-9c30-53f62cce54f3	22	SSRSSSSSRRSS	MRSA:PVL-
9dbb89e0-a2dc-490a-9329-68b4205a16b6	239	RSRSRSRRRRRS	MRSA:PVL*
be4c3a01-a9cc-441e-9ac7-ae04295a4a80	225	RSRSSSSSRRRS	MRSA:PVL*
b551be35-6fbb-479a-a505-197d0e5223b0	5	RSRSSSSSRRRS	MRSA:PVL*
0d708f7b-670d-4e72-aec8-ae9af03759ea	3790	RSRSSSSSRRRS	MRSA:PVL*
836583ac-083d-4c5e-9aeb-c5fadf20d6a6	3786	SSSSSSSSRRSS	MRSA:PVL+
217d3ca3-2cac-4471-b097-45fdfac92b78	398	RSSSRSSRRRRS	MRSA:PVL-
cbeed685-5455-41ea-84e2-b001b4eb64a0	22	RSRSSSSSRRRS	MRSA:PVL-
04e6f465-e1a6-494f-b1d8-0b91a90cc9d9	225	RSRSSSSSRRRS	MRSA:PVL*
71c5e36f-ed8e-4046-87f5-87fee415a20b	398	SSSSRSSSRRSS	MRSA:PVL-
e5c598c1-ac64-4be0-8bb6-33b2854fdbce	45	SSSSRSSSRRSS	MRSA:PVL-
8b984a42-9968-4ff6-8978-d7200a4c0f28	22	SSSSSSSRRRSS	MRSA:PVL-
5a0267da-98f4-47b1-a342-cc9767f8c543	398	RSSSRSSRRRRS	MRSA:PVL-
bd3075b2-8922-4bfa-b133-dda2eef7160c	398	RSRSRSSRRRRS	MRSA:PVL-
75238870-80d6-4241-ab4e-6410673d862e	398	RSRSRSSRRRRS	MRSA:PVL-
ceccb7f8-6cb5-4c0d-a4dd-ebef7008636d	398	RSSSRSSRRRSS	MRSA:PVL-
3013a745-61be-4a2f-ad13-4ae62da6d900	22	SSRSSSSSRRSS	MRSA:PVL-
519eff81-1ef4-4a29-ac54-82c5767fc44c	398	RSSSRSSRRRRS	MRSA:PVL-
28b715f1-f0e6-4b99-996c-6b591f01808b	398	RSSSRSSRRRRS	MRSA:PVL-
8ea91837-d325-4ca2-88a1-d76763a5ba84	8	SSRSSSSSRRRS	MRSA:PVL+
6d9aefc8-d223-4f58-84c9-f1a5266d54a8	8	RSRSSSRSRRRS	MRSA:PVL*
fc984d88-8b29-4a85-b485-79643990b0c0	398	SSSSRSSSRRSS	MRSA:PVL-
c356ba36-52b3-4a07-8254-2b1e9c4c2b7e	398	SSSSRSSRRRSS	MRSA:PVL-
6b8f49fc-97b7-476d-995b-1839cdaf4b2b	8	SSSSSSSSRRSS	MRSA:PVL+
6807f62f-0246-473d-b975-4108dd3cb959	398	RSRSRSSRRRRS	MRSA:PVL-
20b5d663-630f-4b2f-865e-bf57d9d04652	45	SSSSSSSSRRSS	MRSA:PVL-
932ad153-5f48-432c-862c-1d6d83454d6e	398	SSRSRSrRRRSS	MRSA:PVL-
9792702a-ac7a-4fc2-bf82-74463349bc59	3791	RSRSSSSSRRRS	MRSA:PVL-
2b0bf6b4-a5eb-4461-94c3-a3fac4801e0e	22	RSRSSSSSRRRS	MRSA:PVL-
73e61ad1-48e7-48a5-97b3-797eb43eaa52	22	RSRSSSSSRRRS	MRSA:PVL-
48c2c3ca-e952-49f8-ae7c-33e214689228	22	RSRSSSSSRRRS	MRSA:PVL-
e4f9eec0-6d0e-4684-9fd9-0e317c265379	1	RSSSRSSSRRRS	MRSA:PVL*
f640a3e2-3b71-46f6-92e2-7b64491d5c26	398	RSSSRSSRRRRS	MRSA:PVL-
4f83b8df-5f5e-434e-a9e2-e54d03943f7c	22	RSRSSSSSRRRS	MRSA:PVL-
7e7ce990-189f-46d1-8b63-a99813ad668b	97	SSRSRSrSRRSr	MRSA:PVL*
9783ae41-e9dd-46e4-add3-3abbc0b1ee59	22	RSRSSSSSRRRS	MRSA:PVL-
2ea40815-3414-45ad-99d1-b7fae6a74c71	398	SSSSRSSSRRSS	MRSA:PVL-
5caa112a-dc00-4aaa-925a-de7eccd05d7f	398	RSSSRSSRRRRS	MRSA:PVL-
08d0f36b-1298-4c81-9aec-fac451e6db3f	225	RRRSSSSSRRRS	MRSA:PVL*
3cca0197-7968-4569-8c1b-504b85b36187	398	RSSSRSSRRRRS	MRSA:PVL-
1ea761f1-0860-480a-ba97-f3128d2938e9	8	RSSSSSSSRRRS	MRSA:PVL*
21ade8d2-696d-49eb-a5f3-32cca711e695	398	RSSSRSSSRRRS	MRSA:PVL-
7a5b4cf5-ac50-4811-a133-22380fcf494f	22	RSRSSSSSRRRS	MRSA:PVL-
6c074c6a-497c-4454-9b12-bab1a8b3d641	225	RSRSSSSSRRRS	MRSA:PVL*
237d8cc5-3f3d-43d4-bdb3-ec97a773725e	22	RSRSSSSSRRRS	MRSA:PVL-
54b208cf-f434-42ef-976e-bd12ccc73bc8	22	RSRSSSSSRRRS	MRSA:PVL-
529aae36-ac6c-46ce-a07e-232c535847ec	398	RSRSRSSRRRRS	MRSA:PVL-
cd68139f-6eaa-410b-9d37-89d7dd406a0f	225	RSRSSRRSRRRS	MRSA:PVL*
c89abed4-7534-4f7c-ad78-4db7c0323864	398	RSSSRSSRRRRS	MRSA:PVL-
b62af176-0516-45a7-bcfe-40b9c7ee4322	398	RSSSRSSRRRRS	MRSA:PVL-
f04bbd70-3c0b-405e-97a6-330f82c1eafd	30	SSSSSSSSRRSS	MRSA:PVL-
8a5828f0-9e7f-430a-ac94-187408ebc997	5	SSSSSSSSRRSS	MRSA:PVL+
96552a57-6bef-49ab-91e9-c444db6a2087	225	RSRSSSSSRRRS	MRSA:PVL*
ed9ec79f-339d-4d63-9f6b-bded07168d9e	398	RSSSRSSRRRRS	MRSA:PVL-
bc28fec9-7956-4b9d-8aab-51fa898e70ea	225	RSRSSRRSRRRS	MRSA:PVL*
6e97e08d-3c0b-48f1-8dfb-fb1750b6617c	130	SSSSSSSSRRSS	MSSA:PVL*
585341ac-beb4-4396-921c-76fd4755f46b	2626	SSSSSSrSRRSS	MRSA:PVL*
7d5b8634-c428-41a7-8a99-64d3d4c0d38a	22	RSRSSSSSRRRS	MRSA:PVL-
4d9014cf-7d42-4b0a-a303-a5335c67e603	225	RSRSSSSSRRRS	MRSA:PVL*
2332d9a0-bbb4-4877-a495-1c0079208216	97	SSRSRSrSRRSr	MRSA:PVL*
bdc3fc7c-dbf8-4e0c-8a3b-c8aa65b2c8ba	225	RRRSSSSSRRRS	MRSA:PVL*
ee4d7b0d-bf45-4db4-af8a-cdaf1897f621	398	SSSSRSSSRRSS	MRSA:PVL-
6c206b3b-7129-4172-bdb8-4c5a8aface5b	5	SSRSSSSSRRSR	MRSA:PVL*
5cf88270-acfb-401e-b638-1f8b47e40bf7	398	RSSSRSSSRRRS	MRSA:PVL-
9c6a1f11-9458-403c-b10c-c2f54a97a3fe	225	RSRSSSSSRRRS	MRSA:PVL*
fa1895a9-9f60-4e20-b1a9-31a8ca03051b	9	RSRSRSSRRRRS	MRSA:PVL-
392d394b-7180-4f1a-b916-969c0be64439	398	SSSSRSSSRRSS	MRSA:PVL-
ed855dd0-8090-4ddb-bb99-05cf061c02ef	22	RSRSSSSSRRRS	MRSA:PVL-
9cf6969e-f46e-4951-b93f-2ff7d9a707d3	2689	SSSSRSSRRRRS	MRSA:PVL*
eb361453-ab49-424e-8e90-0a81664413f6	398	SSSSRSSSRRSS	MRSA:PVL-
f05f9e50-6688-4ca0-b5f6-bb61c6fd5154	225	RSRSSSSSRRRS	MRSA:PVL*
2059c289-68cf-4bce-a1c0-a5ac7bc4c8eb	5	SSRSSSSSRRSR	MRSA:PVL*
32a82141-65e4-4e38-9139-2a89aca83920	398	RSSSRSSRRRRS	MRSA:PVL-
ef82c953-ed74-4958-8c94-c3c384ffd1e0	22	RSRSSSSSRRRS	MRSA:PVL-
5f477954-167d-4ff9-b184-377c2744f1bc	22	SSRSSSSSRRSS	MRSA:PVL-
bdebceaa-ffbf-4e11-980a-7ca45c8ae31b	225	RSRSSSSSRRRS	MRSA:PVL*
84ef3418-4ed9-43bb-bfe4-dfe7799c9365	225	RSRSSSSSRRRS	MRSA:PVL*
f3f65f86-5122-4775-8165-39a373359ffb	5	SSRSSSSSRRSR	MRSA:PVL*
e7dc9039-461b-4e66-9a14-135c9a57e64c	3792	RSRSSSSSRRRS	MRSA:PVL*
b8120d4e-3523-4421-bccf-dd002476ecf5	225	RRRSSSSSRRRS	MRSA:PVL*
283ccf77-9377-4da9-8691-94c079d7e031	398	RSSSRSSRRRRS	MRSA:PVL-
debf96b0-018b-4ec6-8366-3dd54afa3fd0	789	SSRSRSrRRRSS	MRSA:PVL*
294ad480-1dab-42d9-b804-e9ab88197891	225	RSRSSSSSRRRS	MRSA:PVL*
cd71cfb9-1b9b-4c5c-b714-07605ecb3e69	225	RSRSSSSSRRRS	MRSA:PVL*
f87cbf83-b302-40c7-b1c3-3514b1b77dac	45	SSSSSSSSRRSS	MRSA:PVL-
49f81e74-63c8-4fd9-828b-9b98d9aa9a93	22	SSSSSSSRRRSS	MRSA:PVL-
3fae461e-5b44-41ad-987c-2e6f92e0e659	22	SSRSSSSSRRSR	MRSA:PVL-
7a494c11-0a8d-4855-bcb6-6df8d0703524	22	SSRSSSSSRRSR	MRSA:PVL-
a1c7d728-c1e5-442a-8298-95b910169348	225	RSRSSSSSRRRS	MRSA:PVL*
7ef12d2e-00e2-49a9-a71d-02bc272b6460	22	RSRSSSSSRRRS	MRSA:PVL-
ecd12b27-5122-4a07-8882-8a249f4ed7e0	398	RSSSRSSRRRRS	MRSA:PVL-
a5bf7948-e6f2-45cd-97d3-eed3632fee63	398	SSSSRSSSRRSS	MRSA:PVL-
fe2551c4-8ba7-46c8-bf7f-d22000804e13	398	RSSSRSSSRRRS	MRSA:PVL-
9559f916-b4b9-41a4-821d-ec3d16962b9e	88	RSSSRSSSRRRS	MRSA:PVL*
db36355e-df10-487e-a5d0-8a053a1aad04	225	RSRSSSSSRRRS	MRSA:PVL*
408d4469-859e-4131-9065-4d38418bc6fb	398	RSSSRSSRRRRS	MRSA:PVL-
cf4bb5b2-6a6d-440d-94b9-9f69984a0a6a	398	RSSSRSSRRRRS	MRSA:PVL-
15b38f5f-a901-40cc-8c1f-5ef0be419ee4	45	SSRSSSSSRRSS	MRSA:PVL-
36330e49-7135-4d3f-89ad-d0d39a1b7c94	5	RSSSSSSSRRRR	MRSA:PVL*
bf45de95-71c6-4e53-8562-ca5d503972cd	1	RSSSRSSSRRRR	MRSA:PVL*
01ff6937-6b6d-401b-ada5-b0bfaf42d367	22	SSRSSSSSRRSS	MRSA:PVL-
b6dc1b6a-5573-4cc6-992b-971b27967f75	22	SSRSSSSSRRSS	MRSA:PVL-
dd841d08-b72c-4c12-86db-bc1dc6b6f0ce	22	SSRSSSSSRRSS	MRSA:PVL-
3603fe55-1172-44c2-9638-53b2cbfa15eb	225	RSRSSSSSRRRS	MRSA:PVL*
5490ba2f-0cc0-42fa-adac-936f665ee708	398	RSSSRSSRRRRS	MRSA:PVL-
9f469388-4242-47a8-8576-57fe8e22b5ea	22	SSRSSSSSRRSS	MRSA:PVL-
f82748c6-25e9-4982-a1a2-e44a48b7d146	913	SSSSSSRSRRSr	MRSA:PVL*
8ef60ca3-8a3d-495c-a223-13d065ad37e5	22	RSRSSSSSRRRS	MRSA:PVL-
2c003b64-0a68-4b79-b4b8-fe8f9ad8f304	398	RSRSRSSRRRRS	MRSA:PVL-
de96eb2d-7428-47b9-8025-91d108698f4a	22	SSRSSSSSRRSS	MRSA:PVL-
36ee49a3-ca4a-4098-89b7-db9e8fc9ddbc	225	RSRSSSSSRRRS	MRSA:PVL*
08356223-5e22-43ba-ba8f-627c3b8a3f8e	1	SSSSRSSSRRSS	MRSA:PVL*
01059aeb-59cd-4ea6-a2ff-5d47f1bb0693	88	SSSSRSSSRRSS	MRSA:PVL+
b1be8d5f-c139-493d-b042-5d9a9ecdf4d8	22	SSRSSSSSRRSS	MRSA:PVL-
b2a68f01-dcca-45b1-ac2d-6a913d081fc6	1	SSSSRSrSRRSR	MRSA:PVL+
dc7d4557-9945-48df-8d4f-de412a2838d5	22	SSRSSSSSRRSS	MRSA:PVL-
123e506f-feec-41e4-8576-aa6acb8f1fb4	1	RSSSRSSSRRRS	MRSA:PVL*
6e18fa88-0b6d-4c00-b714-48963b8c53c6	398	RSRSRSSRRRRS	MRSA:PVL-
