uuid	lineage	genotype	susceptibility
21adf1a0-28ad-4951-b46e-19f4b8e0f0ce	258	KL106-O2v2	
241087fb-84bd-4905-b68a-bad1afa9a101	14	KL2-O1v1	
398233a2-c861-4e71-8ae3-81a0d41c3dee	348	KL62-O1v1	
4297721a-0dc5-4224-b837-6f968963ddc3	147	KL64-O2v1	
6eaacb1f-a99e-4dbd-b96d-58d4b36260b2	258	KL106-O2v2	
2f4dac0d-f51f-42e1-9b69-5b26a6ae0c5c	258	KL106-O2v2	
b02d6b56-3541-4254-8796-d7af3e9b0785	258	KL106-O2v2	
82d6d2f5-7b9a-491f-afe1-69cc3e601b5c	147	KL64-O2v1	
59440dcf-49b5-4cd1-977c-a4d39247b1c2	36	KL27-O2v2	
8ab26a8b-551b-477d-a444-6c07e292b438	258	KL106-O2v2	
38b036f2-909b-453f-b1f4-470599965ab5	258	KL106-O2v2	
be48a6d0-318a-44f7-b3b2-4f552107d5ac	258	KL106-O2v2	
5cc1100f-ddae-4d23-a02f-4d2a5b1300fc	258	KL106-O2v2	
18e14bd4-4ee4-4c91-9e65-e3acefd51649	882	KL16-O1v1	
74a41ab4-3615-4f19-8db2-2059d7137fc0	14	KL16-O1v1	
90100ea7-cd02-42d9-8470-e8c463ef308e	45	KL24-O2v1	
02e1b1bf-e08b-4f3e-b7bd-8d6dd7913aab	111	KL63-O1v2	
6f7b12a8-9232-4070-9aa1-2e288bb18bbe	45	KL24-O2v1	
ec1f07c9-15c6-42d6-a8e3-8119451a101a	1630	KL21-OL104	
f4081ed7-aa9f-4d1f-9941-88084f9c07e2	383	KL30-O1v2	
15ac6919-c92b-40aa-b109-f5fe318c9a2c	35	KL22-O1v1	
07023127-435c-46f4-9fe8-c3913130671b	11	KL24-O2v1	
7c754ae6-4e6b-49bc-a04a-65ec5c730863	258	KL106-O2v2	
b31289dd-f9db-4a50-a159-2cc9b9152c44	258	KL106-O2v2	
d631763e-f452-491f-a251-f32ffcfa2d99	258	KL106-O2v2	
80dce289-d508-4441-8da5-de2a64bdf98d	258	KL106-O2v2	
73c9e4b8-3fc7-439e-b6c4-ec6da5bf40b7	420	KL20-O1v1	
930d04e6-8acb-4adf-8c9a-44d3fd10d6b2	258	KL106-O2v2	
711944a1-556c-48d8-b1b9-40e8dc85c577	258	KL106-O2v2	
90a2a846-6291-4654-b677-de5d7862eaea	323	KL21-OL104	
f591544e-c17f-4d96-bbbe-db501fad2365	231	KL51-O1v2	
c8ebd3ef-df2a-4b7e-bfe0-b19992a4f479	258	KL106-O2v2	
efbd90de-ca47-4758-b0b6-ac206b4e495b	29	KL30-O1v2	
090c0c6f-b960-4fb0-be9e-b36d2dfac318	340	KL15-O4	
750c5013-479f-43ad-815d-345694fcd90d	39	KL23-O1v2	
43c66ee1-884e-4d1c-82a7-26a0b88a690d	17	KL25-O5	
bd720228-d533-4475-abf7-60d43fd81431	147	KL64-O2v1	
5c114ad1-e2f1-464c-97a5-e523418a45bd	29	KL30-O1v2	
c55609be-d4e4-4c66-81e7-621703ddb2f1	405	KL151-O4	
e96c6dcc-d138-48fe-8894-f03462e4d240	11	KL105-OL102	
38d03205-cdd7-48a2-83e6-a6c9eea7de10	678	KL15-O4	
d35d555d-a1a1-4c7b-ac48-484f73371575	307	KL102-O2v2	
05216ffb-988b-45df-977e-32d0947b9190	15	KL24-O1v1	
b3010a3c-4a76-4919-8192-2e5ebf33994e	15	KL24-O1v1	
d574b5ef-aa40-4bf0-b328-a04d5fd9f7d1	617	KL122-O2v2	
1672744b-01f2-4198-bc1a-258ee36d8bb0	1823	KL113-O1v2	
98fc51b6-2240-4954-a57a-3c80f97792d5	45	KL24-O1v2	
1888d904-7ac8-460a-ba2b-9332087fa0b9	483	KL110-OL104	
57bb1796-77f1-4566-af7b-53850189a6a5	234	KL30-O1v2	
7f3f13b4-f0f4-49ea-ad2e-876e7a2fb15d	15	KL112-O1v1	
998991a8-551b-4fb4-8041-bd9e5665181d	15	KL24-O2v1	
4dde19da-6d15-4b75-ac45-22d310efee74	449	KL22-O1v1	
908e2ac3-a0d0-45ff-ab45-030d8d69f556	15	KL24-O1v1	
1e1ab01b-fc99-4a1d-b81d-f5f0d9bae1df	605	KL58-O3b	
0fccad96-dde1-4991-88e5-8f3e48450eb9	2449	KL5-O1v1	
d874577e-2b95-444d-9bcf-6377a252c471	405	KL151-O4	
349d6ef9-365e-4042-a663-ec3d1b0a0548	307	KL102-O2v2	
2de85f9a-dbd1-4768-b4a3-fb9ba449b61e	15	KL24-O1v2	
f804966f-453c-4b1f-98a9-5c3e7f76ea45	661	KL24-O2v1	
35110616-087b-430e-8130-bcb436659c26	15	KL112-O1v1	
24915f11-4f23-4794-8181-c9a7d0fb8f39	15	KL112-O1v1	
1b6e2e30-22e0-4e94-9ebf-4b541c8aeb3f	15	KL112-O1v1	
c16dfe4f-c773-425f-a20e-b250c96d536a	45	KL5-O3b	
82eab7ad-2ff6-4640-b39a-30077c42c0be	15	KL112-O1v1	
d6383b7a-5151-4af9-abba-6cb0c4d4b29d	307	KL102-O2v2	
cd9287a1-c16e-4bcf-9740-7929fe18dc7f	307	KL102-O2v2	
c8f6b52e-f78d-45fe-a25a-546d0611a4d7	15	KL39-O1v1	
86940a4e-b761-4833-9870-4e768ef1cebc	45	KL24-O2v1	
b766d1f4-b795-43fb-9a4c-d21e968a9bc1	11	KL24-O1v1	
fcb54776-a915-4cb6-ad30-44b9e667282a	11	KL24-O2v1	
3c2e69d4-3595-455d-9848-181d8c9b073b	11	KL10-O3/O3a	
95933eae-0e7e-4624-b5d5-71c12c852c49	11	KL24-O2v1	
260f9832-ea1f-4711-aa36-3c6ea4c7c652	307	KL102-O1/O2v2	
63a37e38-6a42-476a-8bde-a23c52d7f48b	11	KL24-O1v1	
45688675-ab28-4dcf-8cba-6954f1d24e8e	15	KL39-O1v1	
fccbce3f-4209-4689-b347-9bc29304b94b	15	KL39-O1v1	
e1f763c8-e860-4493-9256-fad067f85327	252	KL51-O1/O2v2	
934513b6-3e37-4929-a2c2-60103e880934	308	KL157-O1/O2v1	
c6295eca-b84c-4a68-b15c-4bda23a6710b	258	KL106-O2v2	
379ade4b-e321-42bd-8a05-fcd991bd36a7	258	KL106-O2v2	
8e51cd5e-5735-4655-a01a-ba7cbfd83c43	258	KL106-O2v2	
be80b20d-f331-475b-9a6b-e40a708c4153	29	KL54-O1v2	
19250399-21bc-44bc-bc98-5f2d06607f88	11	KL24-O2v1	
af901c24-4475-4708-a65b-1e779ece5ce3	45	KL24-O2v1	
336be820-9256-4700-a567-de52f9fb21f2	29	KL54-O1v2	
00e6a4c1-60df-4e0f-8ef0-fae453f85bf7	29	KL54-O1v2	
6aed4c07-5770-4c0e-bc0d-53ad54cf7bc2	258	KL106-O2v2	
a6f28fd6-8f4c-4e3b-80b0-f177c5cc32a4	1228	KL38-O3b	
42115a0a-b899-4ef5-ae27-a99c3fb4b947	14	KL16-O1v1	
ba4e6484-8955-4e6f-8739-205ee1f1459e	11	KL24-O2v1	
79247dd7-01ec-4db4-8460-e1a632113d83	340	KL15-O4	
d4074d70-472f-45b7-866b-f3b15e02e2c7	101	KL17-O1v1	
76971e99-3180-494d-96d9-05e805b16d92	2513	KL62-O2v1	
f80eacb2-e31c-46b5-8982-2803370527aa	11	KL24-O2v1	
1c9363fe-335b-4b61-ab55-43ce31cf1965	11	KL24-O2v1	
41039040-5b36-4a7f-9aed-29633349cace	258	KL106-O2v2	
dc66e77d-9551-4f97-8ce7-e9c53b86ac78	774	KL105-O3b	
95a5ebfd-d083-4ca1-8a28-1c00f2d566b8	870	KL17-O1v1	
defe720e-1db9-4233-a8b2-e8cac8e2c2f8	147	KL64-O2v1	
b9993b01-9c59-430d-bbb7-291f5d3fbd50	258	KL106-O2v2	
56872498-1c09-4ac8-9bb5-539ae3a39b61	258	KL106-O2v2	
dcbfd4f8-56d0-487d-a3b1-f4c2115fa667	278	KL136-O2v2	
098cef42-8ef7-4c12-bf39-06e84d9c23d6	101	KL106-O1v2	
b8e11d9b-a054-492a-bc82-83c87a02ac85	258	KL107-O2v2	
4778b57a-036b-4043-a9ca-635a97356d8d	258	KL106-O2v2	
2618c1ab-d968-47b7-9b20-bc4a1d7568cc	258	KL106-O1v2	
b7199f0d-bdc7-406d-9996-92fb028b9d26	258	KL106-O2v2	
54d90511-a13d-42a5-9c61-0649fab01d30	258	KL106-O2v2	
5655baa0-36af-480a-a9a5-00e6ee38aa1d	258	KL106-O2v2	
b085bb26-bc7a-4ab0-8156-c656fc632cbd	437	KL36-O4	
4b4923ec-b374-4dc4-9912-19f81973ec18	101	KL17-O1v1	
43ac5fef-aaad-4733-8428-8087daf42c64	147	KL64-O2v1	
25fd4c9e-7763-49fa-9e54-f35f7f480178	397	KL158-O1v1	
a7e1a52f-7ca8-4fba-8cad-d294557c22a4	290	KL21-O1v1	
fab13c3f-0664-4a88-baee-db9e4d7f3cc1	1414	KL8-O1v1	
eefb5589-98f8-4e70-90ea-fda5615f622c	25	KL2-O1v2	
0bab3c13-5b33-41c5-b6c1-4ba1626cb860	290	KL21-O1v1	
1630f570-eb91-4d80-820e-2523ed66f35b	147	KL64-O2v1	
7db30cdc-fa77-47ea-a6dc-77980a0a4d3f	1890	KL22-O3b	
dec90773-6005-4bc4-a0c3-b052466a1031	39	KL51-O1v2	
0f3fc4c9-519c-4afa-9233-4cc19d84b80d	15	KL112-O1v1	
279ebf1a-2cb8-4ffd-81fd-8ed169714ca6	45	KL24-O2v1	
c62101c4-8c0a-4b21-be83-d4db6ee3d00a	45	KL24-O2v1	
544ce7c7-bd62-4588-90a8-82290bea3700	45	KL24-O2v1	
8809a9c6-7225-4b0a-85e4-04dc2a2c626b	348	KL62-O1v1	
90d8d28f-cd5f-4852-a712-80fe0bda6a57	45	KL24-O2v1	
b12cb4d7-6f3d-426b-91f9-9f334b88fe77	15	KL112-O1v1	
244e88ff-88fb-4fbf-98dc-27c55828d057	45	KL24-O2v1	
9489d388-1fdf-434e-93a2-22c3a90c9b3d	15	KL112-O1v1	
8507c693-4f3d-4100-ad6d-aa6b85fc488a	45	KL24-O2v1	
5ff9e9de-de62-428b-b69d-e13ea15814cb	45	KL24-O2v1	
b957a578-3bb8-4435-bb68-80fc02ef2610	45	KL24-O2v1	
96af62d4-af72-446a-9f74-77fbb84f75fa	14	KL2-O1v1	
93ebddab-9834-4808-9681-9e98dec7485f	15	KL112-O1v1	
6b5902f2-872e-4f4b-a0d0-7c5180a0dbf9	17	KL25-O5	
b1ed6ab6-4b32-4322-bde4-92dcb5e1a50e	11	KL105-O2v2	
a9d410ce-ccea-4659-9c12-3e5f5457d802	1401	KL49-OL101	
5052d628-d5e8-4ce6-9b81-d74cfe26b2a8	45	KL24-O2v1	
8fe4b1c6-cd7b-430e-9daa-bac728725acc	17	KL25-O5	
4b7fe3f1-8623-4fbc-a784-97a763ae8f50	45	KL24-O2v1	
e3923653-21f8-4b7a-9cdb-b1eb3016b309	45	KL24-O2v1	
c85af95a-96ee-4927-84e8-e3f0e908359c	870	KL17-O1v1	
27431e46-9ac8-44fe-bd61-31fc082c1c3c	348	KL62-O1v1	
6e7d0d45-bdbd-4d15-b34d-603a6c8f39d6	45	KL24-O2v1	
dec52093-fe44-4a3e-aa0d-8c2bc20085b5	231	KL51-O1v2	
1538d6ba-6d70-4ba2-b2c5-67fe67905309	15	KL112-O1v1	
f386a923-796c-4c67-a524-78b5fe987e70	15	KL110-O1v1	
5cd22db1-d6fe-42d0-b354-3637266e04ef	17	KL25-O5	
417b311d-ff48-4b31-8b9d-00732d7f7b2c	45	KL24-O2v1	
7029c79e-5f14-440a-b1d1-f676807011c7	1454	KL25-O2v2	
e5871bca-9cb8-40ca-8840-5310372933c9	348	KL62-O1v1	
4cac4fae-fd96-4b28-8feb-29ae9c743daf	377	KL102-O2v2	
4bbb7e4d-162d-4f7b-a1cd-69ce2efa28cd	15	KL112-O1v1	
6dfd1da6-da09-4b4a-b79f-d6a121f449c2	45	KL24-O2v1	
6778d0bb-c27b-4eab-8bad-3f3e9560e5b2	17	KL25-O5	
1e7d1d6a-ffc0-493d-80b2-3b22f5b8ab91	14	KL16-O1v1	
9c0eca5c-bc43-4ee9-ae10-bba4dc4b4e47	15	KL112-O1v1	
d0c1f102-4d46-49f6-a77a-e28118d2dc6c	1997	KL28-O2v1	
b34cddf1-53c8-4b3c-8aea-8ba759a53b80	45	KL24-O2v1	
7d0c68f6-81be-4e34-9098-3a734d64b1bd	45	KL24-O2v1	
639a502b-5e97-4806-977c-affdcac3af32	45	KL24-O2v1	
ad2a715c-a184-4452-baef-31514ef344f1	395	KL2-O1v1	
b87aba30-6930-4341-aa10-88b6b1020488	11	KL13-O3b	
48e74a7d-fecf-4352-878a-25d6c04be86a	45	KL24-O2v1	
b6109923-cd82-4a60-934a-7fbd8ed3262d	104	KL31-OL104	
92c29493-9762-41f3-b459-d24f2cab8c69	231	KL51-O1v2	
549037c1-c90d-4de9-b9a4-da50fbdca774	45	KL24-O2v1	
92447514-9bb4-414e-9bee-56adcc036c21	17	KL25-O5	
d77f4c0d-9831-4d2f-95d9-a230a3547300	348	KL62-O1v1	
023c8745-f42e-431e-8353-406e790fb810	17	KL25-O5	
c5ab1401-1c1c-41d9-a587-dac21248f379	45	KL24-O2v1	
8b75fd02-fe6d-4d01-b41f-94622eddf66b	2428	KL46-OL104	
09c2998e-98d1-43d0-a06e-d464ae18b4aa	45	KL24-O2v1	
03cab377-a1ca-422b-8556-ec9093cfbb38	323	KL21-O3b	
5df21ddc-e48a-4bef-97b1-d60d8fd46597	15	KL112-O1v1	
d9b771de-f6df-400c-906e-ce56c530e6bc	277	KL46-O3b	
d1bad5ef-47c6-4dc8-a673-261adf6de2bf	15	KL112-O1v1	
371ee735-9409-48e4-9a1c-cbf7dd1b7d46	29	KL54-O1v2	
8d54bc26-079d-4411-be44-812be3f6d051	24	KL25-O1v1	
f6b86c0d-6e8b-4075-b87f-2f1a86571ecc	39	KL23-O1v2	
c0f840de-faaa-4176-a201-0674c78ef6fe	405	KL151-O4	
408bb5e0-7377-4e8e-b0f5-2fa6d0f766f2	15	KL112-O1v1	
a74bbaa7-7b4a-4054-8456-4289a06af8c5	870	KL17-O1v1	
27749159-8f18-4920-b25a-af3fbc13733b	35	KL22-O1v1	
93f8529c-81d5-476b-a0a3-1b972d4660c5	14	KL2-O1v1	
461853e1-4628-4b89-ac0f-235597b9182b	45	KL24-O2v1	
188cd5da-1513-4f3c-b167-6960f5c81a4f	1997	KL28-O2v1	
de4758d6-9cd2-4a8c-928b-5df84f5b140b	57	KL1-O1v2	
1e998a5a-9c56-43dc-a0a0-6b920f3317bc	11	KL13-O3b	
3321f100-d222-4304-8ee7-7c7b40e509d0	348	KL62-O1v1	
757ce802-4aaa-424e-b471-1232b7359f60	307	KL102-O2v2	
0fde93ee-dd52-490a-ad19-f9b3e0a7b521	11	KL105-O2v2	
b279d0f8-9589-4dfd-b0ba-d5194d8f9a6c	307	KL102-O2v2	
410238ff-7d27-44da-8e6e-259d27d50716	11	KL15-O4	
8edefa88-a923-439c-b8f8-2a68210c0dda	437	KL36-O4	
8470c823-0952-4abc-aa08-febd95f17032	48	KL62-O1v1	
6be8beb0-cc14-4c1d-8983-633d7e192e38	48	KL62-O1v1	
4649d3ec-8233-4aff-83ea-d61ddfd86d6f	45	KL62-O2v1	
5007002d-ddfd-4a1b-a80e-5d77f94346a4	295	KL30-O1v1	
70990ccc-d457-4d08-8414-70cafb606cdc	101	KL17-O1v1	
85972d91-6948-46e4-8836-af7a62e41068	37	KL14-OL104	
5a4b4b1f-1853-45da-ab2a-ce85b0b62631	882	KL16-O1v1	
4527cba9-ab61-4210-acc3-c9203c3b8cdd	11	KL15-O4	
48542ab7-070e-4c70-a891-0cfb6894e068	45	KL24-O2v1	
7b820239-af68-4c9e-bcfb-e45fb8c21da4	1496	KL62-O1v1	
cbcbff06-62cb-4f39-b207-36ad72dc124b	16	KL51-O3b	
34cca458-7400-4a46-843c-05785374c0e6	101	KL17-O1v1	
646c69f1-71e8-4dc2-9b73-cb94695fbc91	101	KL17-O1v1	
0151c561-e6f1-4bdc-a30d-587f304c4b56	889	KL54-O1v1	
7a3100cd-a7fe-4ae8-9403-b5bce905f7fa	101	KL17-O1v1	
89a3816f-3386-4207-b29e-f2a8d4f135e5	437	KL36-O4	
535bb964-85bf-4ad1-9fda-d0c826cbc387	258	KL106-O2v2	
b09ceacf-dcc5-4e8d-adc1-1731cd1e41ae	502	KL15-O4	
f42cd536-7eae-4043-b0f5-f29c79f3dc23	437	KL36-O4	
f7d3912a-fb34-40ab-9ba3-d9f199589058	437	KL36-O4	
e1e4d0c7-befc-4897-a090-e8ee23c012a4	101	KL17-O1v1	
b43d64c3-16bf-4fe6-b1ea-799f4e574a70	101	KL17-O1v1	
ff55e3f9-c31b-4b0e-96c0-654961bfe03e	437	KL36-O4	
5747734b-813e-4d62-b10d-466031a02ccb	101	KL17-O1v1	
48216dd8-00f7-4261-ba37-e472f1cc419c	101	KL17-O1v1	
7789bfdd-6c29-4d17-918c-107eb95b18a6	101	KL17-O1v1	
022fa6af-07ba-4ecc-930e-272716f14f2e	101	KL17-O1v1	
b7058d2d-6471-48cc-bfb4-3628a8b23f2a	274	KL14-O3b	
0d6dc1e5-3fbd-4d6b-b469-3b26cf45f202	340	KL15-O4	
33a824fa-52ee-426d-a594-3e04a45e2912	101	KL17-O1v1	
ae3e5272-d935-4420-be66-f78dea40800d	353	KL110-OL104	
591f236e-42a8-4a79-9d52-26b76cd80847	101	KL17-O1v1	
c8551050-acd0-4df0-ad81-f80cfd7e3499	101	KL17-O1v1	
be9186b0-9fff-4a3f-befd-f7084c9bb735	437	KL36-O4	
47dd3b27-0188-4f1d-b622-cb5bf96a4fb8	101	KL17-O1v1	
d936ff3e-71a4-4219-8ebb-2df2f100edd4	340	KL15-O4	
593a6629-fe67-48dd-8ec3-f3801f992ba2	101	KL17-O1v1	
f3864153-2aea-4121-a934-ff6d99731f72	437	KL36-O4	
2034a244-eec4-4133-add7-646a376538ff	392	KL27-O4	
b97e7384-d61a-4a3f-a23f-ee64fd44dec9	37	KL15-O4	
b75c8366-d762-4e91-b880-a4ce8c78b88c	584	KL38-O3b	
1350c61a-73a5-4ff0-828a-ef9bbf6a27c3	147	KL64-O2v1	
3762be08-530f-423c-b883-baffeb3695ad	37	KL15-O4	
194e1c1d-066c-463d-bd77-96a4cd93c574	427	KL31-O3b	
c4c00555-ed8a-440b-886f-299baef3f3e5	45	KL62-O2v1	
0b621294-1854-4faf-ba8f-2387df0960a0	427	KL31-O3b	
3906c1f7-5851-4a6f-9b1a-51f6afb3af83	45	KL62-O2v1	
3fd65013-71ec-42e9-a5df-4ae820bc99f8	395	KL108-O1v2	
deb23de9-bb51-45d5-9910-53f0f327e167	37	KL15-O4	
1f077de6-987d-41b3-983b-9c7f12e4a6fc	37	KL15-O4	
c8b31654-b445-4b19-a291-4881d01f1963	427	KL31-O3b	
12fec278-ed37-4a98-863c-09045c66996a	13	KL57-O1v2	
6e473fd1-1fad-469e-a401-4739583d4428	15	KL24-O1v1	
9bf802d0-b476-40b0-a172-a1db3a03a3bb	258	KL106-O2v2	
c78e2076-61da-41d2-91a0-703a7b609b23	502	KL15-O4	
903e36e8-2a21-41c0-987c-2c9a9389c149	873	KL52-OL101	
fd75118b-6a78-4134-b847-d8fee838402d	1	KL19-O1v2	
58429020-3171-4bdb-b20f-c46860d94fc6	101	KL17-O1v1	
c507632a-8a0b-4a91-bdc6-5c0adcc0b3ed	101	KL17-O1v1	
fc7f096d-fd86-4806-9059-c203022d932a	437	KL36-O4	
b37033c0-2ad6-4e0f-8aa8-623da2b41da1	5	KL39-O1v1	
7a817de8-de46-4b91-83c1-a8f80f1fc394	461	KL25-O2v1	
48cdd109-df56-43bb-84bb-07581d82b110	151	KL30-O1v2	
05b410fb-51de-411f-aeb0-6801465dae17	307	KL102-O2v2	
f8f1f13a-020c-4a72-baa6-20322f4adf9a	35	KL62-O1v1	
a0add5b7-7068-4add-94fe-525351550e29	343	KL30-O1v1	
860f70bf-61af-4c58-9fd3-c7537551a9a1	343	KL30-O1v1	
b5ce5482-c3c9-4a01-a0e7-a80b867728f0	101	KL17-O1v1	
86c1d08b-807a-4d42-90e0-c610360edd0d	873	KL52-OL101	
2aee83b2-f1a5-44a4-b6f1-07c25fb4acbc	1593	KL137-O3b	
a84d40d4-1320-4209-a4ca-c5f7d38c2ac4	327	KL39-O1v1	
87466d56-5d79-4bc2-aa1f-716b1b8a263d	678	KL15-OL102	
cc5d7eab-9668-45d3-acbc-b81a85165b1d	405	KL151-O4	
a89109e3-0456-48bb-a96a-5f553fa81976	922	KL2-O1v2	
433c78ad-1854-4ee5-b297-0ec262f5fe50	17	KL122-O2v2	
1e4dd7db-4519-4faf-911a-edd36aba6976	45	KL24-O2v1	
3e52eace-1537-4117-a14a-ee0db17aaae1	968	KL5-O1v1	
a1b87b1a-2493-4c62-a335-c97f6c01bb01	25	KL2-O1v2	
62338339-cb9d-41e5-9ac3-6163b0ad7df2	17	KL58-O3b	
268e8a30-93fe-445e-8d82-3d705e5592e8	16	KL51-O3b	
6d428858-47e8-4650-838a-01f42b710693	101	KL17-O1v1	
bf23ef87-3c2a-4051-a0f6-e17c508926d6	147	KL64-O2v1	
3b75d0a3-6195-4360-98ff-9d1b70ad29e0	11	KL15-O4	
ac3a1cb9-9974-4914-87f2-34c352ad24a4	1015	KL17-O2v2	
2164ba69-c449-45fd-b4c4-0e69eb3f9e96	101	KL17-O1v1	
b5a7e21c-4273-4302-af2a-4f1f69088fd4	101	KL17-O1v1	
20a097dc-5808-447a-9c57-dff77eec5c46	1408	KL24-O2v1	
62b3d2f5-6098-4ea4-a501-ef04d1341554	101	KL17-O1v1	
a9b2b80b-5d2d-4193-bcb2-31f365191a14	101	KL17-O1v1	
15886ae9-902b-42e3-ada4-bf6d03f89dca	15	KL24-O1v1	
a224abcf-9b07-4ad9-90fa-f7b1ee63c6fa	37	KL15-O4	
b32f5781-6079-45f5-8ce1-11d9f58cc3b8	15	KL24-O1v1	
d56601ac-e25d-4a98-8610-1586c3aaf816	37	KL15-O4	
c1e72a49-9333-4f71-a216-91bb5a084c36	101	KL17-O1v1	
177676f0-ca82-4ce8-a4f7-dbe0a92cee35	147	KL64-O2v1	
5926c5a2-8782-4d2b-9b2e-e7d7ec448517	101	KL17-O1v1	
9ec0d21c-6a56-4d74-9ae0-a37dc80f0c93	15	KL24-O1v1	
4125f256-9beb-4c84-b58e-dbec76b686bf	147	KL64-O2v1	
4c54badd-28a0-4422-98b0-a0b952fe6290	101	KL17-O1v1	
102568cc-4cd1-4c8a-ae71-52a9f284eb11	505	KL64-O1v1	
3d896f79-b587-44a0-b05b-acba3249fa7f	336	KL25-O5	
7877a5b4-3c79-4b34-9cea-b4d4dfa55442	15	KL28-O1v1	
74bcde3e-bde0-48d4-9a49-fe594420a49e	15	KL24-O1v1	
72dd9687-f884-4820-97bc-c6f647d1faa2	525	KL45-O1v2	
3cbcfcea-2b16-41c2-ba7f-062cf346ea42	147	KL64-O2v1	
54f03915-6291-4e27-998c-37ae9d115856	147	KL27-O4	
1547ceed-7601-45a3-87e8-0081071720e0	1593	KL137-O3b	
9afeba65-834a-41de-a119-f1661fbd8623	73	KL25-O1v1	
80513510-ad3c-485a-aed7-a4fe1b1cecd4	661	KL140-O2v2	
693b17f4-5479-4543-83fb-74537560fef9	2333	KL28-O2v1	
268daee6-9394-44fc-b111-0dffa7719650	258	KL107-O2v2	
296b15f7-cb3f-40ed-a436-ca4e2cfe1fff	25	KL2-O1v2	
5f76feba-e291-4b8b-a4d0-103ab78d0a24	258	KL106-O2v2	
b6dad6a1-91bd-47bf-a703-dfc5b7b646ce	336	KL25-O5	
e788272c-7b77-422f-a31d-573ec3e0ffaa	336	KL25-O5	
5cb03551-8ed8-448c-8801-14582e5c637f	461	KL25-O1/O2v2	
058f1a1d-1c80-4e2a-a8b1-2963d701ba6e	258	KL106-O2v2	
e71d54bd-36e7-4a61-b5d3-5bc3a431a14c	661	KL140-O2v2	
f9166d5c-79a3-4be0-a707-f8dcb33be4d0	3393	KL35-O3b	
ef343501-91e1-4569-b8b5-3af9a5b9fc65	11	KL24-O2v1	
2f0bdaf6-320f-4432-be4d-380a8d88d39f	17	KL25-O5	
a99ad6ce-bb3f-4a2e-bbee-2601b803e020	258	KL107-O2v2	
6912498c-e8bf-43e1-8250-eca0d715df30	29	KL19-O1v2	
bc2a38f9-1046-43cf-8248-1760219ff18e	258	KL107-O2v2	
8ecbd9c4-0150-4f04-8c77-5c72980e8691	340	KL15-O4	
fb4d1790-afef-4cee-ae9e-d0d81c4fb257	915	KL107-OL101	
de493e52-eb4b-4893-97b1-a160dd8fa967	14	KL2-O1v1	
bad01a4e-1ca0-4226-a8d4-6319ca55c942	915	KL62-O2v2	
8f2ffb28-25ef-48d8-9734-b6ffe5ea5141	449	KL22-O1v1	
6a802186-c114-477a-b685-e88334f4fdda	307	KL102-O2v2	
8ad804b6-bfc3-4540-8688-55d631ca483f	16	KL51-O3b	
4dfb9ef4-5022-4f1d-bebc-f9a740de3911	15	KL24-O1v1	
94ed5f6e-cb50-47a6-ad72-de4ed17c8e8d	11	KL105-O2v2	
03cec1e6-84f7-49cb-b32f-1f1f43618c61	147	KL64-O2v1	
4884aa58-8107-4b13-8732-30c75361c404	15	KL24-O1v1	
128d3c59-1f84-42ab-b0e8-fcd16d6615b5	15	KL24-O1v1	
709a9d8b-f7c0-4fb8-9143-cd1c5c24ba65	11	KL105-O2v2	
25fae978-7f20-4f0d-b8c3-0c65e485d65f	307	KL102-O2v2	
23e2ad30-2067-4df2-a152-d748c08a8f1d	101	KL17-O1v1	
7bb8c531-864c-43e2-93c4-d90e20645c3a	101	KL17-O1v1	
c5752b5a-9c6a-4849-be45-7959ed9bf40f	36	KL51-O2v1	
386dffb0-71df-4f8c-8d80-b93202d0b43c	101	KL17-O1v1	
2ae34733-fb78-4cfc-8d41-220370ab67f1	525	KL45-O1v2	
d143dd68-9cf9-402c-8e95-e568bb6fe46d	15	KL24-O1v1	
da20ea40-de44-4eed-863a-154bfeda1d38	15	KL24-O1v1	
17162ec3-6ee0-4b14-98d2-2b64e35cc961	307	KL102-O2v2	
665262c8-6568-4155-900d-93e0eadcf2c7	101	KL17-O1v1	
23f7313a-73f2-484d-94fa-ad9a0eca9a11	15	KL24-O1v1	
73088c36-08f9-49c5-a38b-7a2779a554a8	15	KL112-O1v1	
43df7884-6c08-4478-88b1-89d020b9072a	336	KL25-O5	
66dfaefd-d43f-422d-91ca-0668bdee486d	1527	KL55-O1v1	
1f59f25b-1590-4ffb-997b-62fd112b1462	11	KL105-O2v2	
71444bfb-0c48-4aac-a080-9b884c5cc23c	336	KL25-O5	
39bce0ee-b835-4ccb-8ce9-18e298cc1238	189	KL128-O3b	
7a2f59e6-d554-4d7e-ad0e-6a669c59896f	147	KL64-O2v1	
0502135c-086b-4232-a7c8-df09f9675853	15	KL48-O1v1	
10744b2b-43ed-4524-ba3c-5ec6c965787e	15	KL24-O1v1	
7ed2906c-8273-4b5a-8f4b-ef7c42dd822a	11	KL110-O2v1	
12d27898-6485-418e-b397-29f2d3f34b6c	15	KL24-O1v1	
d2487f3c-6ce4-467b-8a78-5c54563e367a	147	KL64-O2v1	
4b34a330-bf80-40fc-a0d5-05119d27746c	101	KL17-O1v1	
5213c396-c0ac-4511-83bb-50ff71a3de07	101	KL17-O1v1	
cf61c17b-491d-40e7-a1fd-221a054d5f81	101	KL17-O1v1	
9f23d5a8-d8d6-4d5b-b293-b18382a55b1f	25	KL2-O1v2	
